paper_id,dblp_key,congress,level,area,year,window,country_code,source,method,confidence,matched_by,source_work_id,doi,n_institutions_for_country
P0472794,conf/iros/OkourFA24,IROS,A,IA / ML,2024,2021-2025,AU,crossref,doi_author_affiliation,0.82,doi,doi:10.1109/IROS58592.2024.10801591,10.1109/IROS58592.2024.10801591,
P0472804,conf/iros/OuWHDFP24,IROS,A,IA / ML,2024,2021-2025,CN,crossref,doi_author_affiliation,0.82,doi,doi:10.1109/IROS58592.2024.10801989,10.1109/IROS58592.2024.10801989,
P0472835,conf/iros/PengZZW024,IROS,A,IA / ML,2024,2021-2025,CN,crossref,doi_author_affiliation,0.82,doi,doi:10.1109/IROS58592.2024.10801582,10.1109/IROS58592.2024.10801582,
P0472841,conf/iros/PhamB24,IROS,A,IA / ML,2024,2021-2025,US,crossref,doi_author_affiliation,0.82,doi,doi:10.1109/IROS58592.2024.10801969,10.1109/IROS58592.2024.10801969,
P0472910,conf/iros/Romero-Sorozabal24,IROS,A,IA / ML,2024,2021-2025,ES,crossref,doi_author_affiliation,0.82,doi,doi:10.1109/IROS58592.2024.10802838,10.1109/IROS58592.2024.10802838,
P0472918,conf/iros/RuizAO24,IROS,A,IA / ML,2024,2021-2025,ES,crossref,doi_author_affiliation,0.82,doi,doi:10.1109/IROS58592.2024.10801537,10.1109/IROS58592.2024.10801537,
P0473063,conf/iros/TakasugiKKTSKK24,IROS,A,IA / ML,2024,2021-2025,JP,crossref,doi_author_affiliation,0.82,doi,doi:10.1109/IROS58592.2024.10802375,10.1109/IROS58592.2024.10802375,
P0473104,conf/iros/TsuchiyaBDR24,IROS,A,IA / ML,2024,2021-2025,US,crossref,doi_author_affiliation,0.82,doi,doi:10.1109/IROS58592.2024.10801427,10.1109/IROS58592.2024.10801427,
P0473163,conf/iros/WangLWLDLX24,IROS,A,IA / ML,2024,2021-2025,CN,crossref,doi_author_affiliation,0.82,doi,doi:10.1109/IROS58592.2024.10801299,10.1109/IROS58592.2024.10801299,
P0473207,conf/iros/WinkelbauerTB24,IROS,A,IA / ML,2024,2021-2025,DE,crossref,doi_author_affiliation,0.82,doi,doi:10.1109/IROS58592.2024.10801894,10.1109/IROS58592.2024.10801894,
P0473246,conf/iros/XieHC0024,IROS,A,IA / ML,2024,2021-2025,CN,crossref,doi_author_affiliation,0.82,doi,doi:10.1109/IROS58592.2024.10802612,10.1109/IROS58592.2024.10802612,
P0473318,conf/iros/YeZKF024,IROS,A,IA / ML,2024,2021-2025,CN,crossref,doi_author_affiliation,0.82,doi,doi:10.1109/IROS58592.2024.10802739,10.1109/IROS58592.2024.10802739,
P0473415,conf/iros/ZhangZWXJCX24,IROS,A,IA / ML,2024,2021-2025,HK,crossref,doi_author_affiliation,0.82,doi,doi:10.1109/IROS58592.2024.10802670,10.1109/IROS58592.2024.10802670,
P0473435,conf/iros/ZhengZX24,IROS,A,IA / ML,2024,2021-2025,US,crossref,doi_author_affiliation,0.82,doi,doi:10.1109/IROS58592.2024.10802417,10.1109/IROS58592.2024.10802417,
P0473510,conf/isca/KongHGZSLZDZLWJHLXC24,ISCA,A*,Sistemas,2024,2021-2025,CN,crossref,doi_author_affiliation,0.82,doi,doi:10.1109/ISCA59077.2024.00070,10.1109/ISCA59077.2024.00070,
P0473520,conf/isca/MarazziSSZTYR24,ISCA,A*,Sistemas,2024,2021-2025,JP,crossref,doi_author_affiliation,0.82,doi,doi:10.1109/ISCA59077.2024.00020,10.1109/ISCA59077.2024.00020,
P0473657,conf/ismar/HalbigL24,ISMAR,A*,HCI,2024,2021-2025,DE,crossref,doi_author_affiliation,0.82,doi,doi:10.1109/ISMAR62088.2024.00128,10.1109/ISMAR62088.2024.00128,
P0473703,conf/ismar/MontyKL24,ISMAR,A*,HCI,2024,2021-2025,DE,crossref,doi_author_affiliation,0.82,doi,doi:10.1109/ISMAR62088.2024.00041,10.1109/ISMAR62088.2024.00041,
P0473795,conf/issre/WangWCYPZMZ24,ISSRE,A,Ing. del Software,2024,2021-2025,CN,crossref,doi_author_affiliation,0.82,doi,doi:10.1109/ISSRE62328.2024.00039,10.1109/ISSRE62328.2024.00039,
P0473864,conf/issta/HuangZ24,ISSTA,A,Ing. del Software,2024,2021-2025,US,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3650212.3652141,10.1145/3650212.3652141,
P0473901,conf/issta/PotapovZMK24,ISSTA,A,Ing. del Software,2024,2021-2025,DE,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3650212.3685301,10.1145/3650212.3685301,
P0473901,conf/issta/PotapovZMK24,ISSTA,A,Ing. del Software,2024,2021-2025,NL,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3650212.3685301,10.1145/3650212.3685301,
P0473901,conf/issta/PotapovZMK24,ISSTA,A,Ing. del Software,2024,2021-2025,RS,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3650212.3685301,10.1145/3650212.3685301,
P0473902,conf/issta/Qiu24,ISSTA,A,Ing. del Software,2024,2021-2025,US,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3650212.3685558,10.1145/3650212.3685558,
P0473915,conf/issta/SultanikSBKTHOS24,ISSTA,A,Ing. del Software,2024,2021-2025,CZ,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3650212.3685313,10.1145/3650212.3685313,
P0473915,conf/issta/SultanikSBKTHOS24,ISSTA,A,Ing. del Software,2024,2021-2025,NL,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3650212.3685313,10.1145/3650212.3685313,
P0473915,conf/issta/SultanikSBKTHOS24,ISSTA,A,Ing. del Software,2024,2021-2025,SE,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3650212.3685313,10.1145/3650212.3685313,
P0473915,conf/issta/SultanikSBKTHOS24,ISSTA,A,Ing. del Software,2024,2021-2025,US,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3650212.3685313,10.1145/3650212.3685313,
P0473929,conf/issta/WangGDLKZ24,ISSTA,A,Ing. del Software,2024,2021-2025,CN,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3650212.3680344,10.1145/3650212.3680344,
P0474036,conf/itc/ZhaoWZZDH24,ITC,A,Sistemas,2024,2021-2025,CN,crossref,doi_author_affiliation,0.82,doi,doi:10.1109/ITC51657.2024.00049,10.1109/ITC51657.2024.00049,
P0474152,conf/iui/EvirgenWC24,IUI,A,HCI,2024,2021-2025,US,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3640543.3645173,10.1145/3640543.3645173,
P0474156,conf/iui/HaiderCY24,IUI,A,HCI,2024,2021-2025,US,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3640543.3645209,10.1145/3640543.3645209,
P0475293,conf/kdd/0003FGGHHLO0Z24,KDD,A*,Bases de datos,2024,2021-2025,DE,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3637528.3671452,10.1145/3637528.3671452,
P0475293,conf/kdd/0003FGGHHLO0Z24,KDD,A*,Bases de datos,2024,2021-2025,US,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3637528.3671452,10.1145/3637528.3671452,
P0475327,conf/kdd/AnGYTWHZGG24,KDD,A*,Bases de datos,2024,2021-2025,CN,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3637528.3671605,10.1145/3637528.3671605,
P0475347,conf/kdd/Bizarro24,KDD,A*,Bases de datos,2024,2021-2025,PT,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3637528.3672499,10.1145/3637528.3672499,
P0475354,conf/kdd/CaoEGSMCR24,KDD,A*,Bases de datos,2024,2021-2025,SE,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3637528.3671515,10.1145/3637528.3671515,
P0475412,conf/kdd/DuttaPZS24,KDD,A*,Bases de datos,2024,2021-2025,CN,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3637528.3671625,10.1145/3637528.3671625,
P0475412,conf/kdd/DuttaPZS24,KDD,A*,Bases de datos,2024,2021-2025,DE,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3637528.3671625,10.1145/3637528.3671625,
P0475421,conf/kdd/FengZFJZR24,KDD,A*,Bases de datos,2024,2021-2025,CN,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3637528.3671919,10.1145/3637528.3671919,
P0475454,conf/kdd/HaldarZBCBWAGTH24,KDD,A*,Bases de datos,2024,2021-2025,US,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3637528.3671648,10.1145/3637528.3671648,
P0475479,conf/kdd/JagirdarTP0M24,KDD,A*,Bases de datos,2024,2021-2025,IN,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3637528.3671657,10.1145/3637528.3671657,
P0475481,conf/kdd/JeeJYA24,KDD,A*,Bases de datos,2024,2021-2025,KR,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3637528.3671584,10.1145/3637528.3671584,
P0475485,conf/kdd/JeunenPU24,KDD,A*,Bases de datos,2024,2021-2025,GB,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3637528.3671687,10.1145/3637528.3671687,
P0475486,conf/kdd/JeunenU24,KDD,A*,Bases de datos,2024,2021-2025,GB,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3637528.3671512,10.1145/3637528.3671512,
P0475568,conf/kdd/LiuCGLWLLCSZJ0L24,KDD,A*,Bases de datos,2024,2021-2025,CN,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3637528.3671609,10.1145/3637528.3671609,
P0475572,conf/kdd/LiuLCWWZTSFMWC24,KDD,A*,Bases de datos,2024,2021-2025,CN,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3637528.3671967,10.1145/3637528.3671967,
P0475604,conf/kdd/MentzerM24,KDD,A*,Bases de datos,2024,2021-2025,US,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3637528.3671904,10.1145/3637528.3671904,
P0475611,conf/kdd/NaseriFGP24,KDD,A*,Bases de datos,2024,2021-2025,GB,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3637528.3671447,10.1145/3637528.3671447,
P0475621,conf/kdd/ParkBCKHKHC0K24,KDD,A*,Bases de datos,2024,2021-2025,DE,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3637528.3671465,10.1145/3637528.3671465,
P0475621,conf/kdd/ParkBCKHKHC0K24,KDD,A*,Bases de datos,2024,2021-2025,US,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3637528.3671465,10.1145/3637528.3671465,
P0475630,conf/kdd/PoduvalPOSA24,KDD,A*,Bases de datos,2024,2021-2025,IN,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3637528.3671894,10.1145/3637528.3671894,
P0475640,conf/kdd/Raghavan24,KDD,A*,Bases de datos,2024,2021-2025,US,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3637528.3672501,10.1145/3637528.3672501,
P0475647,conf/kdd/RoychowdhuryGKM24,KDD,A*,Bases de datos,2024,2021-2025,IN,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3637528.3671541,10.1145/3637528.3671541,
P0475677,conf/kdd/SuXCLQZLL24,KDD,A*,Bases de datos,2024,2021-2025,CN,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3637528.3671540,10.1145/3637528.3671540,
P0475677,conf/kdd/SuXCLQZLL24,KDD,A*,Bases de datos,2024,2021-2025,SG,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3637528.3671540,10.1145/3637528.3671540,
P0475677,conf/kdd/SuXCLQZLL24,KDD,A*,Bases de datos,2024,2021-2025,US,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3637528.3671540,10.1145/3637528.3671540,
P0475711,conf/kdd/Wang24,KDD,A*,Bases de datos,2024,2021-2025,US,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3637528.3672503,10.1145/3637528.3672503,
P0475734,conf/kdd/WangWLHYZZ24,KDD,A*,Bases de datos,2024,2021-2025,CN,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3637528.3671864,10.1145/3637528.3671864,
P0475747,conf/kdd/WeiZWL24,KDD,A*,Bases de datos,2024,2021-2025,CN,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3637528.3671580,10.1145/3637528.3671580,
P0475749,conf/kdd/WenL24,KDD,A*,Bases de datos,2024,2021-2025,CN,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3637528.3671521,10.1145/3637528.3671521,
P0475749,conf/kdd/WenL24,KDD,A*,Bases de datos,2024,2021-2025,US,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3637528.3671521,10.1145/3637528.3671521,
P0475789,conf/kdd/YanJCZBZL24,KDD,A*,Bases de datos,2024,2021-2025,CN,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3637528.3671651,10.1145/3637528.3671651,
P0475804,conf/kdd/YangYZXYZ24,KDD,A*,Bases de datos,2024,2021-2025,CN,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3637528.3671529,10.1145/3637528.3671529,
P0475825,conf/kdd/YuLXXCLH24,KDD,A*,Bases de datos,2024,2021-2025,CN,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3637528.3671598,10.1145/3637528.3671598,
P0475846,conf/kdd/ZhangLBYS24,KDD,A*,Bases de datos,2024,2021-2025,CN,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3637528.3671570,10.1145/3637528.3671570,
P0475879,conf/kdd/ZhaoXLZG24,KDD,A*,Bases de datos,2024,2021-2025,CN,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3637528.3671614,10.1145/3637528.3671614,
P0476014,conf/lak/CampenhoutKCDJJ24,LAK,A,IA / ML,2024,2021-2025,US,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3636555.3636901,10.1145/3636555.3636901,
P0476112,conf/lics/Boker24,LICS,A*,Teoría,2024,2021-2025,IL,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3661814.3662090,10.1145/3661814.3662090,
P0477755,conf/mmsys/AlexiouPT24,MMSys,A,Redes,2024,2021-2025,NL,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3625468.3652200,10.1145/3625468.3652200,
P0477757,conf/mmsys/Alimohammadzadeh24,MMSys,A,Redes,2024,2021-2025,US,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3625468.3647606,10.1145/3625468.3647606,
P0477783,conf/mmsys/IvanovMM24,MMSys,A,Redes,2024,2021-2025,BR,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3625468.3647615,10.1145/3625468.3647615,
P0477915,conf/mobicom/HuZW0L24,MOBICOM,A*,Redes,2024,2021-2025,US,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3636534.3697434,10.1145/3636534.3697434,
P0478002,conf/mobicom/Ozturk0L24,MOBICOM,A*,Redes,2024,2021-2025,US,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3636534.3698863,10.1145/3636534.3698863,
P0478124,conf/models/PietronJRT24,MODELS,A,Ing. del Software,2024,2021-2025,DE,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3640310.3674101,10.1145/3640310.3674101,
P0478285,conf/mobisys/ChenTWHSC24,Mobisys,A,Redes,2024,2021-2025,TW,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3643832.3661834,10.1145/3643832.3661834,
P0478350,conf/mobisys/MukhopadhyaySJD24,Mobisys,A,Redes,2024,2021-2025,IN,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3643832.3661837,10.1145/3643832.3661837,
P0483768,conf/podc/Charron-BostL24,PODC,A*,Sistemas,2024,2021-2025,FR,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3662158.3662784,10.1145/3662158.3662784,
P0483793,conf/podc/KaaserL24,PODC,A*,Sistemas,2024,2021-2025,DE,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3662158.3662825,10.1145/3662158.3662825,
P0483902,conf/re/ProvenzanoJ24,RE,A,Ing. del Software,2024,2021-2025,SE,crossref,doi_author_affiliation,0.82,doi,doi:10.1109/RE59067.2024.00018,10.1109/RE59067.2024.00018,
P0483924,conf/rtas/HamscherCS24,RTAS,A,Sistemas,2024,2021-2025,DE,crossref,doi_author_affiliation,0.82,doi,doi:10.1109/RTAS61025.2024.00016,10.1109/RTAS61025.2024.00016,
P0484028,conf/recsys/CzappJDH24,RecSys,A,IA / ML,2024,2021-2025,HU,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3640457.3688045,10.1145/3640457.3688045,
P0484055,conf/recsys/HartmanSTM24,RecSys,A,IA / ML,2024,2021-2025,US,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3640457.3688060,10.1145/3640457.3688060,
P0484059,conf/recsys/HsuWEX24,RecSys,A,IA / ML,2024,2021-2025,US,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3640457.3688053,10.1145/3640457.3688053,
P0484064,conf/recsys/JeunenBPU24,RecSys,A,IA / ML,2024,2021-2025,GB,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3640457.3688036,10.1145/3640457.3688036,
P0484064,conf/recsys/JeunenBPU24,RecSys,A,IA / ML,2024,2021-2025,IN,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3640457.3688036,10.1145/3640457.3688036,
P0484065,conf/recsys/JeunenMPAVSU24,RecSys,A,IA / ML,2024,2021-2025,GB,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3640457.3688132,10.1145/3640457.3688132,
P0484065,conf/recsys/JeunenMPAVSU24,RecSys,A,IA / ML,2024,2021-2025,IN,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3640457.3688132,10.1145/3640457.3688132,
P0484067,conf/recsys/JeunenU24,RecSys,A,IA / ML,2024,2021-2025,GB,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3640457.3688162,10.1145/3640457.3688162,
P0484073,conf/recsys/KekudaZU24,RecSys,A,IA / ML,2024,2021-2025,US,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3640457.3688039,10.1145/3640457.3688039,
P0484079,conf/recsys/KoneruNLG24,RecSys,A,IA / ML,2024,2021-2025,DE,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3640457.3688044,10.1145/3640457.3688044,
P0484084,conf/recsys/LiCLXSR24,RecSys,A,IA / ML,2024,2021-2025,US,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3640457.3688054,10.1145/3640457.3688054,
P0484094,conf/recsys/LinCYX24,RecSys,A,IA / ML,2024,2021-2025,US,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3640457.3688057,10.1145/3640457.3688057,
P0484118,conf/recsys/ParkARPTZHDSGZ24,RecSys,A,IA / ML,2024,2021-2025,US,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3640457.3688037,10.1145/3640457.3688037,
P0484123,conf/recsys/PetrozzielloSL24,RecSys,A,IA / ML,2024,2021-2025,GB,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3640457.3688032,10.1145/3640457.3688032,
P0484158,conf/recsys/TandoiM24,RecSys,A,IA / ML,2024,2021-2025,NL,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3640457.3688050,10.1145/3640457.3688050,
P0484165,conf/recsys/TranSSH24,RecSys,A,IA / ML,2024,2021-2025,FR,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3640457.3688139,10.1145/3640457.3688139,
P0484169,conf/recsys/VasilevVKBK24,RecSys,A,IA / ML,2024,2021-2025,RU,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3640457.3691701,10.1145/3640457.3691701,
P0484172,conf/recsys/WanYXJL024,RecSys,A,IA / ML,2024,2021-2025,CN,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3640457.3688135,10.1145/3640457.3688135,
P0484180,conf/recsys/WijayaDFL24,RecSys,A,IA / ML,2024,2021-2025,IE,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3640457.3691696,10.1145/3640457.3691696,
P0484245,conf/wcre/JinFWLHGXG24,SANER,A,Ing. del Software,2024,2021-2025,CN,crossref,doi_author_affiliation,0.82,doi,doi:10.1109/SANER60148.2024.00109,10.1109/SANER60148.2024.00109,
P0484245,conf/wcre/JinFWLHGXG24,SANER,A,Ing. del Software,2024,2021-2025,SG,crossref,doi_author_affiliation,0.82,doi,doi:10.1109/SANER60148.2024.00109,10.1109/SANER60148.2024.00109,
P0484245,conf/wcre/JinFWLHGXG24,SANER,A,Ing. del Software,2024,2021-2025,US,crossref,doi_author_affiliation,0.82,doi,doi:10.1109/SANER60148.2024.00109,10.1109/SANER60148.2024.00109,
P0484352,conf/sc/AnBCCDDDDGGGGFH24,SC,A,Sistemas,2024,2021-2025,CN,crossref,doi_author_affiliation,0.82,doi,doi:10.1109/SC41406.2024.00089,10.1109/SC41406.2024.00089,
P0484374,conf/sc/HertenAABBBBCCD24,SC,A,Sistemas,2024,2021-2025,DE,crossref,doi_author_affiliation,0.82,doi,doi:10.1109/SC41406.2024.00038,10.1109/SC41406.2024.00038,
P0484401,conf/sc/MetcalfAF24,SC,A,Sistemas,2024,2021-2025,GB,crossref,doi_author_affiliation,0.82,doi,doi:10.1109/SC41406.2024.00086,10.1109/SC41406.2024.00086,
P0484401,conf/sc/MetcalfAF24,SC,A,Sistemas,2024,2021-2025,US,crossref,doi_author_affiliation,0.82,doi,doi:10.1109/SC41406.2024.00086,10.1109/SC41406.2024.00086,
P0484644,conf/siggraph/0002HPS24,SIGGRAPH,A*,HCI,2024,2021-2025,BG,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3664294.3664360,10.1145/3664294.3664360,
P0484644,conf/siggraph/0002HPS24,SIGGRAPH,A*,HCI,2024,2021-2025,US,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3664294.3664360,10.1145/3664294.3664360,
P0484652,conf/siggraph/Ahonen24,SIGGRAPH,A*,HCI,2024,2021-2025,FI,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3641231.3649294,10.1145/3641231.3649294,
P0484655,conf/siggraph/AlveC24,SIGGRAPH,A*,HCI,2024,2021-2025,NZ,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3641233.3664305,10.1145/3641233.3664305,
P0484655,conf/siggraph/AlveC24,SIGGRAPH,A*,HCI,2024,2021-2025,US,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3641233.3664305,10.1145/3641233.3664305,
P0484656,conf/siggraph/Andreassen24,SIGGRAPH,A*,HCI,2024,2021-2025,US,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3641235.3664445,10.1145/3641235.3664445,
P0484659,conf/siggraph/ArcelinC24,SIGGRAPH,A*,HCI,2024,2021-2025,FR,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3641233.3664312,10.1145/3641233.3664312,
P0484662,conf/siggraph/Baadkar24,SIGGRAPH,A*,HCI,2024,2021-2025,US,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3641233.3664344,10.1145/3641233.3664344,
P0484674,conf/siggraph/Borgomano24,SIGGRAPH,A*,HCI,2024,2021-2025,CA,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3641233.3664729,10.1145/3641233.3664729,
P0484676,conf/siggraph/BotelloOGA24,SIGGRAPH,A*,HCI,2024,2021-2025,CA,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3641233.3664726,10.1145/3641233.3664726,
P0484676,conf/siggraph/BotelloOGA24,SIGGRAPH,A*,HCI,2024,2021-2025,MX,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3641233.3664726,10.1145/3641233.3664726,
P0484678,conf/siggraph/Bruner24,SIGGRAPH,A*,HCI,2024,2021-2025,US,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3641236.3665164,10.1145/3641236.3665164,
P0484679,conf/siggraph/BrysonGK24,SIGGRAPH,A*,HCI,2024,2021-2025,AU,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3641233.3664329,10.1145/3641233.3664329,
P0484679,conf/siggraph/BrysonGK24,SIGGRAPH,A*,HCI,2024,2021-2025,US,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3641233.3664329,10.1145/3641233.3664329,
P0484684,conf/siggraph/Chang24,SIGGRAPH,A*,HCI,2024,2021-2025,US,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3664294.3664363,10.1145/3664294.3664363,
P0484685,conf/siggraph/Chang24a,SIGGRAPH,A*,HCI,2024,2021-2025,US,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3664294.3664364,10.1145/3664294.3664364,
P0484686,conf/siggraph/Chang24b,SIGGRAPH,A*,HCI,2024,2021-2025,US,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3664294.3664361,10.1145/3664294.3664361,
P0484687,conf/siggraph/ChangLK24,SIGGRAPH,A*,HCI,2024,2021-2025,US,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3641233.3664333,10.1145/3641233.3664333,
P0484700,conf/siggraph/Chou24,SIGGRAPH,A*,HCI,2024,2021-2025,TW,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3641231.3672087,10.1145/3641231.3672087,
P0484704,conf/siggraph/ContyLH24,SIGGRAPH,A*,HCI,2024,2021-2025,BE,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3641233.3664352,10.1145/3641233.3664352,
P0484704,conf/siggraph/ContyLH24,SIGGRAPH,A*,HCI,2024,2021-2025,CA,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3641233.3664352,10.1145/3641233.3664352,
P0484714,conf/siggraph/DiasCFCOR24,SIGGRAPH,A*,HCI,2024,2021-2025,PT,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3641233.3664339,10.1145/3641233.3664339,
P0484715,conf/siggraph/Dickman24,SIGGRAPH,A*,HCI,2024,2021-2025,US,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3664294.3664359,10.1145/3664294.3664359,
P0484717,conf/siggraph/DolevM24,SIGGRAPH,A*,HCI,2024,2021-2025,IL,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3641231.3649233,10.1145/3641231.3649233,
P0484718,conf/siggraph/DomonSYB24,SIGGRAPH,A*,HCI,2024,2021-2025,AU,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3641233.3664328,10.1145/3641233.3664328,
P0484718,conf/siggraph/DomonSYB24,SIGGRAPH,A*,HCI,2024,2021-2025,CA,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3641233.3664328,10.1145/3641233.3664328,
P0484725,conf/siggraph/Fariss24,SIGGRAPH,A*,HCI,2024,2021-2025,US,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3641233.3664724,10.1145/3641233.3664724,
P0484727,conf/siggraph/FatucciSGP24,SIGGRAPH,A*,HCI,2024,2021-2025,BE,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3641231.3644779,10.1145/3641231.3644779,
P0484727,conf/siggraph/FatucciSGP24,SIGGRAPH,A*,HCI,2024,2021-2025,FR,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3641231.3644779,10.1145/3641231.3644779,
P0484727,conf/siggraph/FatucciSGP24,SIGGRAPH,A*,HCI,2024,2021-2025,MX,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3641231.3644779,10.1145/3641231.3644779,
P0484728,conf/siggraph/FatucciWME24,SIGGRAPH,A*,HCI,2024,2021-2025,CA,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3641231.3644814,10.1145/3641231.3644814,
P0484728,conf/siggraph/FatucciWME24,SIGGRAPH,A*,HCI,2024,2021-2025,FR,crossref,doi_author_affiliation,0.82,doi,doi:10.1145/3641231.3644814,10.1145/3641231.3644814,
