paper_id,dblp_key,congress,level,area,year,window,title,reason
P0099851,conf/stacs/AlbersW08,STACS,A,Teoría,2008,2006-2010,Preface - 25th International Symposium on Theoretical Aspects of Computer Science.,no_drops_title_match_or_no_volume
P0099852,conf/stacs/AlbersW08a,STACS,A,Teoría,2008,2006-2010,Abstracts Collection - 25th International Symposium on Theoretical Aspects of Computer Science.,no_drops_title_match_or_no_volume
P0099853,conf/stacs/AlbertMMP08,STACS,A,Teoría,2008,2006-2010,Pushdown Compression.,no_drops_title_match_or_no_volume
P0099854,conf/stacs/Ambainis08,STACS,A,Teoría,2008,2006-2010,Quantum search with variable times.,no_drops_title_match_or_no_volume
P0099856,conf/stacs/BienvenuMSV08,STACS,A,Teoría,2008,2006-2010,Limit complexities revisited.,no_drops_title_match_or_no_volume
P0099861,conf/stacs/BriestHK08,STACS,A,Teoría,2008,2006-2010,Stackelberg Network Pricing Games.,no_drops_title_match_or_no_volume
P0099866,conf/stacs/DamianFOR08,STACS,A,Teoría,2008,2006-2010,Connecting Polygonizations via Stretches and Twangs.,no_drops_title_match_or_no_volume
P0099870,conf/stacs/ErlebachHJMW08,STACS,A,Teoría,2008,2006-2010,"Trimming of Graphs, with Application to Point Labeling.",no_drops_title_match_or_no_volume
P0099872,conf/stacs/FischerGK08,STACS,A,Teoría,2008,2006-2010,Model Checking Games for the Quantitative µ-Calculus.,no_drops_title_match_or_no_volume
P0099873,conf/stacs/GanzowR08,STACS,A,Teoría,2008,2006-2010,Order-Invariant MSO is Stronger than Counting MSO in the Finite.,no_drops_title_match_or_no_volume
P0099878,conf/stacs/HoffmannEKMR08,STACS,A,Teoría,2008,2006-2010,Computing Minimum Spanning Trees with Uncertainty.,no_drops_title_match_or_no_volume
P0099883,conf/stacs/KinneM08,STACS,A,Teoría,2008,2006-2010,Space Hierarchy Results for Randomized Models.,no_drops_title_match_or_no_volume
P0099884,conf/stacs/Klaedtke08,STACS,A,Teoría,2008,2006-2010,Ehrenfeucht-Fraïssé Goes Automatic for Real Addition.,no_drops_title_match_or_no_volume
P0099885,conf/stacs/KojevnikovN08,STACS,A,Teoría,2008,2006-2010,New Combinatorial Complete One-Way Functions.,no_drops_title_match_or_no_volume
P0099886,conf/stacs/Kuske08,STACS,A,Teoría,2008,2006-2010,Compatibility of Shelah and Stupp's and Muchnik's iteration with fragments of monadic second order logic.,no_drops_title_match_or_no_volume
P0099887,conf/stacs/Laue08,STACS,A,Teoría,2008,2006-2010,Geometric Set Cover and Hitting Sets for Polytopes in R3.,no_drops_title_match_or_no_volume
P0099889,conf/stacs/LotkerPR08,STACS,A,Teoría,2008,2006-2010,"Rent, Lease or Buy: Randomized Algorithms for Multislope Ski Rental.",no_drops_title_match_or_no_volume
P0099893,conf/stacs/Meyer08,STACS,A,Teoría,2008,2006-2010,On Dynamic Breadth-First Search in External-Memory.,no_drops_title_match_or_no_volume
P0099894,conf/stacs/MishnaZ08,STACS,A,Teoría,2008,2006-2010,Analytic aspects of the shuffle product.,no_drops_title_match_or_no_volume
P0099897,conf/stacs/PerkovicK08,STACS,A,Teoría,2008,2006-2010,On Geometric Spanners of Euclidean and Unit Disk Graphs.,no_drops_title_match_or_no_volume
P0099903,conf/stacs/Schwentick08,STACS,A,Teoría,2008,2006-2010,A Little Bit Infinite? On Adding Data to Finitely Labelled Structures (Abstract).,no_drops_title_match_or_no_volume
P0099904,conf/stacs/ThieraufW08,STACS,A,Teoría,2008,2006-2010,The Isomorphism Problem for Planar 3-Connected Graphs is in Unambiguous Logspace.,no_drops_title_match_or_no_volume
P0099905,conf/stacs/ValmariL08,STACS,A,Teoría,2008,2006-2010,Efficient Minimization of DFAs with Partial Transition.,no_drops_title_match_or_no_volume
P0099920,conf/stoc/BenjaminiSS08,STOC,A*,Teoría,2008,2006-2010,Every minor-closed property of sparse graphs is testable.,no_drops_title_match_or_no_volume
P0099924,conf/stoc/BorgsCIKMP08,STOC,A*,Teoría,2008,2006-2010,The myth of the folk theorem.,no_drops_title_match_or_no_volume
P0099936,conf/stoc/DeKSS08,STOC,A*,Teoría,2008,2006-2010,Fast integer multiplication using modular arithmetic.,no_drops_title_match_or_no_volume
P0099938,conf/stoc/DvirSY08,STOC,A*,Teoría,2008,2006-2010,Hardness-randomness tradeoffs for bounded depth arithmetic circuits.,no_drops_title_match_or_no_volume
P0099957,conf/stoc/JubaS08,STOC,A*,Teoría,2008,2006-2010,Universal semantic communication I.,no_drops_title_match_or_no_volume
P0099966,conf/stoc/LevinSZ08,STOC,A*,Teoría,2008,2006-2010,Interdomain routing and games.,no_drops_title_match_or_no_volume
P0099970,conf/stoc/Meir08,STOC,A*,Teoría,2008,2006-2010,Combinatorial construction of locally testable codes.,no_drops_title_match_or_no_volume
P0099978,conf/stoc/PeikertW08,STOC,A*,Teoría,2008,2006-2010,Lossy trapdoor functions and their applications.,no_drops_title_match_or_no_volume
P0099981,conf/stoc/Rao08,STOC,A*,Teoría,2008,2006-2010,Parallel repetition in projection games and a concentration bound.,no_drops_title_match_or_no_volume
P0099986,conf/stoc/ShaltielV08,STOC,A*,Teoría,2008,2006-2010,Hardness amplification proofs require majority.,no_drops_title_match_or_no_volume
P0099988,conf/stoc/ShpilkaV08,STOC,A*,Teoría,2008,2006-2010,Read-once polynomial identity testing.,no_drops_title_match_or_no_volume
P0099993,conf/stoc/Valiant08,STOC,A*,Teoría,2008,2006-2010,Testing symmetric properties of distributions.,no_drops_title_match_or_no_volume
P0101372,conf/alenex/Mitchell09,ALENEX,A,Teoría,2009,2006-2010,Algorithmic Problems in Air Traffic Management.,no_drops_title_match_or_no_volume
P0101411,conf/approx/KhandekarKMS09,APPROX/RANDOM,A,Teoría,2009,2006-2010,On Hardness of Pricing Items for Single-Minded Bidders.,no_drops_title_match_or_no_volume
P0101415,conf/approx/KoppartyS09,APPROX/RANDOM,A,Teoría,2009,2006-2010,Tolerant Linearity Testing and Locally Testable Codes.,no_drops_title_match_or_no_volume
P0101865,conf/cav/HuntS09,CAV,A*,Ing. del Software,2009,2006-2010,Centaur Technology Media Unit Verification.,no_drops_title_match_or_no_volume
P0101871,conf/cav/KahlonWG09,CAV,A*,Ing. del Software,2009,2006-2010,Monotonic Partial Order Reduction: An Optimal Symbolic Partial Order Reduction Technique.,no_drops_title_match_or_no_volume
P0101894,conf/coco/Aaronson09,CCC,A,Teoría,2009,2006-2010,Quantum Copy-Protection and Quantum Money.,no_drops_title_match_or_no_volume
P0101907,conf/coco/Drucker09,CCC,A,Teoría,2009,2006-2010,Multitask Efficiencies in the Decision Tree Model.,no_drops_title_match_or_no_volume
P0102700,conf/colt/AbernethyABR09,COLT,A*,Teoría,2009,2006-2010,A Stochastic View of Optimal Regret through Minimax Duality.,no_drops_title_match_or_no_volume
P0102701,conf/colt/AbernethyR09,COLT,A*,Teoría,2009,2006-2010,Beating the Adaptive Bandit with High Probability.,no_drops_title_match_or_no_volume
P0102702,conf/colt/AbernethyR09a,COLT,A*,Teoría,2009,2006-2010,An Efficient Bandit Algorithm for sqrt(T) Regret in Online Multiclass Prediction?.,no_drops_title_match_or_no_volume
P0102703,conf/colt/AbernethyW09,COLT,A*,Teoría,2009,2006-2010,Minimax Games with Bandits.,no_drops_title_match_or_no_volume
P0102704,conf/colt/AudibertB09,COLT,A*,Teoría,2009,2006-2010,Minimax Policies for Adversarial and Stochastic Bandits.,no_drops_title_match_or_no_volume
P0102705,conf/colt/Balcan09,COLT,A*,Teoría,2009,2006-2010,Better Guarantees for Sparsest Cut Clustering.,no_drops_title_match_or_no_volume
P0102706,conf/colt/BalcanB09,COLT,A*,Teoría,2009,2006-2010,Finding Low Error Clusterings.,no_drops_title_match_or_no_volume
P0102707,conf/colt/Ben-DavidPS09,COLT,A*,Teoría,2009,2006-2010,Agnostic Online Learning.,no_drops_title_match_or_no_volume
P0102708,conf/colt/Bshouty09,COLT,A*,Teoría,2009,2006-2010,Optimal Algorithms for the Coin Weighing Problem with a Spring Scale.,no_drops_title_match_or_no_volume
P0102709,conf/colt/BshoutyL09,COLT,A*,Teoría,2009,2006-2010,Linear Classifiers are Nearly Optimal When Hidden Variables Have Diverse Effect.,no_drops_title_match_or_no_volume
P0102710,conf/colt/Cesa-BianchiGV09,COLT,A*,Teoría,2009,2006-2010,Fast and Optimal Prediction on a Labeled Tree.,no_drops_title_match_or_no_volume
P0102711,conf/colt/Cesa-BianchiL09,COLT,A*,Teoría,2009,2006-2010,Combinatorial Bandits.,no_drops_title_match_or_no_volume
P0102712,conf/colt/DalalyanT09,COLT,A*,Teoría,2009,2006-2010,Sparse Regression Learning by Aggregation and Langevin Monte-Carlo.,no_drops_title_match_or_no_volume
P0102713,conf/colt/DekelS09,COLT,A*,Teoría,2009,2006-2010,Vox Populi: Collecting High-Quality Labels from a Crowd.,no_drops_title_match_or_no_volume
P0102714,conf/colt/Even-DarKMM09,COLT,A*,Teoría,2009,2006-2010,Online Learning for Global Cost Functions.,no_drops_title_match_or_no_volume
P0102715,conf/colt/Feldman09,COLT,A*,Teoría,2009,2006-2010,Robustness of Evolvability.,no_drops_title_match_or_no_volume
P0102716,conf/colt/Friedman09,COLT,A*,Teoría,2009,2006-2010,Active Learning for Smooth Problems.,no_drops_title_match_or_no_volume
P0102717,conf/colt/Hanneke09,COLT,A*,Teoría,2009,2006-2010,Adaptive Rates of Convergence in Active Learning.,no_drops_title_match_or_no_volume
P0102718,conf/colt/HerbsterL09,COLT,A*,Teoría,2009,2006-2010,Predicting the Labelling of a Graph via Minimum $p$-Seminorm Interpolation.,no_drops_title_match_or_no_volume
P0102719,conf/colt/HsuKZ09,COLT,A*,Teoría,2009,2006-2010,A Spectral Algorithm for Learning Hidden Markov Models.,no_drops_title_match_or_no_volume
P0102720,conf/colt/JacksonW09,COLT,A*,Teoría,2009,2006-2010,New Results for Random Walk Learning.,no_drops_title_match_or_no_volume
P0102721,conf/colt/JainS09,COLT,A*,Teoría,2009,2006-2010,Consistent Partial Identification.,no_drops_title_match_or_no_volume
P0102722,conf/colt/KalaiKM09,COLT,A*,Teoría,2009,2006-2010,Reliable Agnostic Learning.,no_drops_title_match_or_no_volume
P0102723,conf/colt/KalaiS09,COLT,A*,Teoría,2009,2006-2010,The Isotron Algorithm: High-Dimensional Isotonic Regression.,no_drops_title_match_or_no_volume
P0102724,conf/colt/KobayashiS09,COLT,A*,Teoría,2009,2006-2010,Complexity of Teaching by a Restricted Number of Examples.,no_drops_title_match_or_no_volume
P0102725,conf/colt/Kpotufe09,COLT,A*,Teoría,2009,2006-2010,Escaping the Curse of Dimensionality with a Tree-based Regressor.,no_drops_title_match_or_no_volume
P0102726,conf/colt/LazaricM09,COLT,A*,Teoría,2009,2006-2010,Hybrid Stochastic-Adversarial On-line Learning.,no_drops_title_match_or_no_volume
P0102727,conf/colt/LouniciPTG09,COLT,A*,Teoría,2009,2006-2010,Taking Advantage of Sparsity in Multi-Task Learning.,no_drops_title_match_or_no_volume
P0102728,conf/colt/LugosiPS09,COLT,A*,Teoría,2009,2006-2010,Online Multi-task Learning with Hard Constraints.,no_drops_title_match_or_no_volume
P0102729,conf/colt/MansourMR09,COLT,A*,Teoría,2009,2006-2010,Domain Adaptation: Learning Bounds and Algorithms.,no_drops_title_match_or_no_volume
P0102730,conf/colt/MaurerP09,COLT,A*,Teoría,2009,2006-2010,Empirical Bernstein Bounds and Sample-Variance Penalization.,no_drops_title_match_or_no_volume
P0102731,conf/colt/McMahanS09,COLT,A*,Teoría,2009,2006-2010,Tighter Bounds for Multi-Armed Bandits with Expert Advice.,no_drops_title_match_or_no_volume
P0102732,conf/colt/NarayananN09,COLT,A*,Teoría,2009,2006-2010,On the Sample Complexity of Learning Smooth Cuts on a Manifold.,no_drops_title_match_or_no_volume
P0102733,conf/colt/RademacherG09,COLT,A*,Teoría,2009,2006-2010,Learning Convex Bodies is Hard.,no_drops_title_match_or_no_volume
P0102734,conf/colt/ReidW09,COLT,A*,Teoría,2009,2006-2010,Generalised Pinsker Inequalities.,no_drops_title_match_or_no_volume
P0102735,conf/colt/RosascoBV09,COLT,A*,Teoría,2009,2006-2010,A Note on Learning with Integral Operators.,no_drops_title_match_or_no_volume
P0102736,conf/colt/SabatoT09,COLT,A*,Teoría,2009,2006-2010,Homogeneous Multi-Instance Learning with Arbitrary Dependence.,no_drops_title_match_or_no_volume
P0102737,conf/colt/Shalev-ShwartzSS09,COLT,A*,Teoría,2009,2006-2010,The Complexity of Improperly Learning Large Margin Halfspaces.,no_drops_title_match_or_no_volume
P0102738,conf/colt/Shalev-ShwartzSSS09,COLT,A*,Teoría,2009,2006-2010,Stochastic Convex Optimization.,no_drops_title_match_or_no_volume
P0102739,conf/colt/Shalev-ShwartzSSS09a,COLT,A*,Teoría,2009,2006-2010,Learnability and Stability in the General Learning Setting.,no_drops_title_match_or_no_volume
P0102740,conf/colt/SimonL09,COLT,A*,Teoría,2009,2006-2010,SVM-Optimization and Steepest-Descent Line Search.,no_drops_title_match_or_no_volume
P0102741,conf/colt/SteinwartHS09,COLT,A*,Teoría,2009,2006-2010,Optimal Rates for Regularized Least Squares Regression.,no_drops_title_match_or_no_volume
P0102742,conf/colt/YingC09,COLT,A*,Teoría,2009,2006-2010,Generalization Bounds for Learning the Kernel Problem.,no_drops_title_match_or_no_volume
P0102743,conf/colt/YueBKJ09,COLT,A*,Teoría,2009,2006-2010,The K-armed Dueling Bandits Problem.,no_drops_title_match_or_no_volume
P0102764,conf/cp/FavierGJ09,CP,A,Teoría,2009,2006-2010,Exploiting Problem Structure for Solution Counting.,no_drops_title_match_or_no_volume
P0102784,conf/cp/Loewenstern09,CP,A,Teoría,2009,2006-2010,"Scheduling the CB1000 Nanoproteomic Analysis System with Python, Tailor, and Minion.",no_drops_title_match_or_no_volume
P0102805,conf/cp/Vilim09,CP,A,Teoría,2009,2006-2010,Edge Finding Filtering Algorithm for Discrete Cumulative Resources in O(kn log n){\mathcal O}(kn {\rm log} n).,no_drops_title_match_or_no_volume
P0104100,conf/sigecom/GomesS09,EC,A*,Teoría,2009,2006-2010,Bayes-nash equilibria of the generalized second price auction.,no_drops_title_match_or_no_volume
P0104213,conf/ecoop/Click09,ECOOP,A,Ing. del Software,2009,2006-2010,Java on 1000 Cores: Tales of Hardware/Software Co-design.,no_drops_title_match_or_no_volume
P0104227,conf/ecoop/LagorioSZ09,ECOOP,A,Ing. del Software,2009,2006-2010,Featherweight Jigsaw: A Minimal Core Calculus for Modular Composition of Classes.,no_drops_title_match_or_no_volume
P0104235,conf/ecoop/Vitek09,ECOOP,A,Ing. del Software,2009,2006-2010,Introduction to: The Myths of Object-Orientation.,no_drops_title_match_or_no_volume
P0104443,conf/esa/AnshelevichC09,ESA,A,Teoría,2009,2006-2010,Exact and Approximate Equilibria for Optimal Group Network Formation.,no_drops_title_match_or_no_volume
P0104588,conf/esop/Eber09,ESOP,A,Ing. del Software,2009,2006-2010,"The Financial Crisis, a Lack of Contract Specification Tools: What Can Finance Learn from Programming Language Design?.",no_drops_title_match_or_no_volume
P0104606,conf/esop/YuanE09,ESOP,A,Ing. del Software,2009,2006-2010,An Efficient Algorithm for Solving the Dyck-CFL Reachability Problem on Trees.,no_drops_title_match_or_no_volume
P0104793,conf/focs/HassidimKNO09,FOCS,A*,Teoría,2009,2006-2010,Local Graph Partitions for Approximation and Testing.,no_drops_title_match_or_no_volume
P0104937,conf/gd/JoubertLRS09,GD,A,Teoría,2009,2006-2010,IBM ILOG Graph Layout for Eclipse.,no_drops_title_match_or_no_volume
P0104948,conf/gd/Schulz09,GD,A,Teoría,2009,2006-2010,Drawing 3-Polytopes with Good Vertex Resolution.,no_drops_title_match_or_no_volume
P0106680,conf/icdt/DeutchM09,ICDT,A,Bases de datos,2009,2006-2010,TOP-K projection queries for probabilistic business processes.,no_drops_title_match_or_no_volume
P0106696,conf/icdt/YuanA09,ICDT,A,Bases de datos,2009,2006-2010,Efficient data structures for range-aggregate queries on trees.,no_drops_title_match_or_no_volume
P0112082,conf/lics/ChenF09,LICS,A*,Teoría,2009,2006-2010,A Logic for PTIME and a Parameterized Halting Problem.,no_drops_title_match_or_no_volume
P0112087,conf/lics/Dominguez09,LICS,A*,Teoría,2009,2006-2010,Fully Abstract Logical Bisimilarity for a Polymorphic Object Calculus.,no_drops_title_match_or_no_volume
P0112096,conf/lics/Kahlon09,LICS,A*,Teoría,2009,2006-2010,Boundedness vs. Unboundedness of Lock Chains: Characterizing Decidability of Pairwise CFL-Reachability for Threads Communicating via Locks.,no_drops_title_match_or_no_volume
P0114814,conf/soda/AbrahamBN09,SODA,A*,Teoría,2009,2006-2010,On low dimensional local embeddings.,no_drops_title_match_or_no_volume
P0114815,conf/soda/AckermannB09,SODA,A*,Teoría,2009,2006-2010,Coresets and approximate clustering for Bregman divergences.,no_drops_title_match_or_no_volume
P0114817,conf/soda/AgarwalSY09,SODA,A*,Teoría,2009,2006-2010,Approximate Euclidean shortest paths amid convex obstacles.,no_drops_title_match_or_no_volume
P0114819,conf/soda/AloupisCCLOR09,SODA,A*,Teoría,2009,2006-2010,Decomposition of multiple coverings into more parts.,no_drops_title_match_or_no_volume
P0114820,conf/soda/AmaudruzF09,SODA,A*,Teoría,2009,2006-2010,Combinatorial algorithms for wireless information flow.,no_drops_title_match_or_no_volume
P0114822,conf/soda/AminofKL09,SODA,A*,Teoría,2009,2006-2010,Reasoning about online algorithms with weighted automata.,no_drops_title_match_or_no_volume
P0114823,conf/soda/AmiriT09,SODA,A*,Teoría,2009,2006-2010,High rate fingerprinting codes and the fingerprinting capacity.,no_drops_title_match_or_no_volume
P0114824,conf/soda/AndoniIK09,SODA,A*,Teoría,2009,2006-2010,Overcoming the l1 non-embeddability barrier: algorithms for product metrics.,no_drops_title_match_or_no_volume
P0114834,conf/soda/BarakHK09,SODA,A*,Teoría,2009,2006-2010,The uniform hardcore lemma via approximate Bregman projections.,no_drops_title_match_or_no_volume
P0114837,conf/soda/BateniH09,SODA,A*,Teoría,2009,2006-2010,Assignment problem in content distribution networks: unsplittable hard-capacitated facility location.,no_drops_title_match_or_no_volume
P0114839,conf/soda/BegenQ09,SODA,A*,Teoría,2009,2006-2010,Appointment scheduling with discrete random durations.,no_drops_title_match_or_no_volume
P0114840,conf/soda/BelazzouguiBPV09,SODA,A*,Teoría,2009,2006-2010,Monotone minimal perfect hashing: searching a sorted table with O(1) accesses.,no_drops_title_match_or_no_volume
P0114841,conf/soda/BelkinSW09,SODA,A*,Teoría,2009,2006-2010,Constructing Laplace operator from point clouds in Rd.,no_drops_title_match_or_no_volume
P0114842,conf/soda/BenderFG09,SODA,A*,Teoría,2009,2006-2010,A new approach to incremental topological ordering.,no_drops_title_match_or_no_volume
P0114843,conf/soda/BhalgatH09,SODA,A*,Teoría,2009,2006-2010,Fast edge orientation for unweighted graphs.,no_drops_title_match_or_no_volume
P0114844,conf/soda/BhaskarFHH09,SODA,A*,Teoría,2009,2006-2010,Equilibria of atomic flow games are not unique.,no_drops_title_match_or_no_volume
P0114847,conf/soda/BinderB09,SODA,A*,Teoría,2009,2006-2010,The complexity of simulating Brownian Motion.,no_drops_title_match_or_no_volume
P0114854,conf/soda/CaragiannisCFHKKPR09,SODA,A*,Teoría,2009,2006-2010,On the approximability of Dodgson and Young elections.,no_drops_title_match_or_no_volume
P0114860,conf/soda/ChekuriM09,SODA,A*,Teoría,2009,2006-2010,Online scheduling to minimize the maximum delay factor.,no_drops_title_match_or_no_volume
P0114861,conf/soda/ChengC09,SODA,A*,Teoría,2009,2006-2010,Dimension detection via slivers.,no_drops_title_match_or_no_volume
P0114863,conf/soda/CliffordEPR09,SODA,A*,Teoría,2009,2006-2010,From coding theory to efficient pattern matching.,no_drops_title_match_or_no_volume
P0114866,conf/soda/Coja-OghlanCF09,SODA,A*,Teoría,2009,2006-2010,An efficient sparse regularity concept.,no_drops_title_match_or_no_volume
P0114867,conf/soda/Coja-OghlanFFKV09,SODA,A*,Teoría,2009,2006-2010,On smoothed k-CNF formulas and the Walksat algorithm.,no_drops_title_match_or_no_volume
P0114869,conf/soda/CooperF09,SODA,A*,Teoría,2009,2006-2010,The cover time of random geometric graphs.,no_drops_title_match_or_no_volume
P0114870,conf/soda/DasguptaGNR09,SODA,A*,Teoría,2009,2006-2010,Online story scheduling in web advertising.,no_drops_title_match_or_no_volume
P0114872,conf/soda/DaskalakisSVV09,SODA,A*,Teoría,2009,2006-2010,On the complexity of Nash equilibria of action-graph games.,no_drops_title_match_or_no_volume
P0114873,conf/soda/DemaineHIKP09,SODA,A*,Teoría,2009,2006-2010,The geometry of binary search trees.,no_drops_title_match_or_no_volume
P0114877,conf/soda/DuanP09,SODA,A*,Teoría,2009,2006-2010,"Fast algorithms for (max, min)-matrix multiplication and bottleneck shortest paths.",no_drops_title_match_or_no_volume
P0114881,conf/soda/DvorakKT09,SODA,A*,Teoría,2009,2006-2010,Coloring triangle-free graphs on surfaces.,no_drops_title_match_or_no_volume
P0114882,conf/soda/DvorakKT09a,SODA,A*,Teoría,2009,2006-2010,Three-coloring triangle-free planar graphs in linear time.,no_drops_title_match_or_no_volume
P0114883,conf/soda/EdmondsP09,SODA,A*,Teoría,2009,2006-2010,Scalably scheduling processes with arbitrary speedup curves.,no_drops_title_match_or_no_volume
P0114884,conf/soda/ElbassioniRRS09,SODA,A*,Teoría,2009,2006-2010,On the approximability of the maximum feasible subsystem problem with 0/1-coefficients.,no_drops_title_match_or_no_volume
P0114886,conf/soda/ElkindP09,SODA,A*,Teoría,2009,2006-2010,Computing the nucleolus of weighted voting games.,no_drops_title_match_or_no_volume
P0114888,conf/soda/EppsteinGS09,SODA,A*,Teoría,2009,2006-2010,Linear-time algorithms for geometric graphs with sublinearly many crossings.,no_drops_title_match_or_no_volume
P0114892,conf/soda/FominGLS09,SODA,A*,Teoría,2009,2006-2010,Clique-width: on the price of generality.,no_drops_title_match_or_no_volume
P0114893,conf/soda/GamarnikK09,SODA,A*,Teoría,2009,2006-2010,Sequential cavity method for computing limits of the log-partition function for lattice models.,no_drops_title_match_or_no_volume
P0114900,conf/soda/GopalanR09,SODA,A*,Teoría,2009,2006-2010,Finding duplicates in a data stream.,no_drops_title_match_or_no_volume
P0114905,conf/soda/HazanK09a,SODA,A*,Teoría,2009,2006-2010,How hard is it to approximate the best Nash equilibrium?,no_drops_title_match_or_no_volume
P0114907,conf/soda/IwataO09,SODA,A*,Teoría,2009,2006-2010,A simple combinatorial algorithm for submodular function minimization.,no_drops_title_match_or_no_volume
P0114911,conf/soda/KaplanRS09,SODA,A*,Teoría,2009,2006-2010,Line transversals of convex polyhedra in R3.,no_drops_title_match_or_no_volume
P0114912,conf/soda/KaplanZ09,SODA,A*,Teoría,2009,2006-2010,A simpler implementation and analysis of Chazelle's soft heaps.,no_drops_title_match_or_no_volume
P0114913,conf/soda/KargerP09,SODA,A*,Teoría,2009,2006-2010,A near-linear time algorithm for constructing a cactus representation of minimum cuts.,no_drops_title_match_or_no_volume
P0114915,conf/soda/KawarabayashiM09,SODA,A*,Teoría,2009,2006-2010,List-color-critical graphs on a fixed surface.,no_drops_title_match_or_no_volume
P0114917,conf/soda/KleinMW09,SODA,A*,Teoría,2009,2006-2010,Shortest paths in directed planar graphs with negative lengths: a linear-space O(n log2 n)-time algorithm.,no_drops_title_match_or_no_volume
P0114920,conf/soda/KulikST09,SODA,A*,Teoría,2009,2006-2010,Maximizing submodular set functions subject to multiple linear constraints.,no_drops_title_match_or_no_volume
P0114922,conf/soda/LifshitsZ09,SODA,A*,Teoría,2009,2006-2010,"Combinatorial algorithms for nearest neighbors, near-duplicates and small-world design.",no_drops_title_match_or_no_volume
P0114923,conf/soda/MadaniTZ09,SODA,A*,Teoría,2009,2006-2010,Discounted deterministic Markov decision processes and discounted all-pairs shortest paths.,no_drops_title_match_or_no_volume
P0114924,conf/soda/MagniezNRS09,SODA,A*,Teoría,2009,2006-2010,On the hitting times of quantum versus random walks.,no_drops_title_match_or_no_volume
P0114927,conf/soda/MatousekTW09,SODA,A*,Teoría,2009,2006-2010,Hardness of embedding simplicial complexes in Rd.,no_drops_title_match_or_no_volume
P0114928,conf/soda/MatulefORS09,SODA,A*,Teoría,2009,2006-2010,Testing halfspaces.,no_drops_title_match_or_no_volume
P0114929,conf/soda/MinderS09,SODA,A*,Teoría,2009,2006-2010,The extended k-tree algorithm.,no_drops_title_match_or_no_volume
P0114930,conf/soda/MolloyR09,SODA,A*,Teoría,2009,2006-2010,Asymptotically optimal frugal colouring.,no_drops_title_match_or_no_volume
P0114935,conf/soda/ODonnellW09,SODA,A*,Teoría,2009,2006-2010,3-bit dictator testing: 1 vs. 5/8.,no_drops_title_match_or_no_volume
P0114936,conf/soda/PanagiotouS09,SODA,A*,Teoría,2009,2006-2010,Maximal biconnected subgraphs of random planar graphs.,no_drops_title_match_or_no_volume
P0114938,conf/soda/PersonS09,SODA,A*,Teoría,2009,2006-2010,Almost all hypergraphs without Fano planes are bipartite.,no_drops_title_match_or_no_volume
P0114939,conf/soda/PitassiS09,SODA,A*,Teoría,2009,2006-2010,Exponential lower bounds and integrality gaps for tree-like Lovász-Schrijver procedures.,no_drops_title_match_or_no_volume
P0114941,conf/soda/RastegariCL09,SODA,A*,Teoría,2009,2006-2010,Stepwise randomized combinatorial auctions achieve revenue monotonicity.,no_drops_title_match_or_no_volume
P0114942,conf/soda/SalezS09,SODA,A*,Teoría,2009,2006-2010,Optimality of belief propagation for random assignment problem.,no_drops_title_match_or_no_volume
P0114950,conf/soda/YiZ09,SODA,A*,Teoría,2009,2006-2010,Multi-dimensional online tracking.,no_drops_title_match_or_no_volume
P0115029,conf/stacs/AhmedL09,STACS,A,Teoría,2009,2006-2010,Shortest Paths Avoiding Forbidden Subpaths.,no_drops_title_match_or_no_volume
P0115032,conf/stacs/ArvindM09,STACS,A,Teoría,2009,2006-2010,Quantum Query Complexity of Multilinear Identity Testing.,no_drops_title_match_or_no_volume
P0115045,conf/stacs/BulatovDGM09,STACS,A,Teoría,2009,2006-2010,Enumerating Homomorphisms.,no_drops_title_match_or_no_volume
P0115048,conf/stacs/ChepoiS09,STACS,A,Teoría,2009,2006-2010,An Approximation Algorithm for linfinity Fitting Robinson Structures to Distances.,no_drops_title_match_or_no_volume
P0115056,conf/stacs/EnglertRSV09,STACS,A,Teoría,2009,2006-2010,Economical Caching.,no_drops_title_match_or_no_volume
P0115060,conf/stacs/FinkelG09,STACS,A,Teoría,2009,2006-2010,"Forward Analysis for WSTS, Part I: Completions.",no_drops_title_match_or_no_volume
P0115061,conf/stacs/FominGT09,STACS,A,Teoría,2009,2006-2010,Approximating Acyclicity Parameters of Sparse Hypergraphs.,no_drops_title_match_or_no_volume
P0115064,conf/stacs/Gall09,STACS,A,Teoría,2009,2006-2010,Efficient Isomorphism Testing for a Class of Group Extensions.,no_drops_title_match_or_no_volume
P0115067,conf/stacs/Gronemeier09,STACS,A,Teoría,2009,2006-2010,Asymptotically Optimal Lower Bounds on the NIH-Multi-Party Information Complexity of the AND-Function and Disjointness.,no_drops_title_match_or_no_volume
P0115076,conf/stacs/Kuhn09,STACS,A,Teoría,2009,2006-2010,Local Multicoloring Algorithms: Computing a Nearly-Optimal TDMA Schedule in Constant Time.,no_drops_title_match_or_no_volume
P0115082,conf/stacs/SchroderP09,STACS,A,Teoría,2009,2006-2010,Strong Completeness of Coalgebraic Modal Logics.,no_drops_title_match_or_no_volume
P0115086,conf/stacs/Zimand09,STACS,A,Teoría,2009,2006-2010,Extracting the Kolmogorov Complexity of Strings and Sequences from Sources with Limited Independence.,no_drops_title_match_or_no_volume
P0115098,conf/stoc/Ben-SassonK09,STOC,A*,Teoría,2009,2006-2010,Affine dispersers from subspace polynomials.,no_drops_title_match_or_no_volume
