area,area_report_label,window,rank_eu27_uk,country_code,country_name,country_articles,eu27_uk_articles,share_eu27_uk,share_eu27_uk_pct
IA / ML,IA / ML,2016-2020,10,CZ,Czechia,364,15139,0.024044,2.404
IA / ML,IA / ML,2016-2020,11,FI,Finland,329,15139,0.021732,2.173
IA / ML,IA / ML,2016-2020,12,DK,Denmark,304,15139,0.020081,2.008
IA / ML,IA / ML,2016-2020,13,PT,Portugal,262,15139,0.017306,1.731
IA / ML,IA / ML,2016-2020,14,PL,Poland,244,15139,0.016117,1.612
IA / ML,IA / ML,2016-2020,15,GR,Greece,229,15139,0.015126,1.513
IA / ML,IA / ML,2016-2020,16,IE,Ireland,215,15139,0.014202,1.42
IA / ML,IA / ML,2016-2020,17,HU,HU,64,15139,0.004227,0.423
IA / ML,IA / ML,2016-2020,17,SI,SI,64,15139,0.004227,0.423
IA / ML,IA / ML,2016-2020,19,RO,RO,63,15139,0.004161,0.416
IA / ML,IA / ML,2016-2020,20,SK,SK,49,15139,0.003237,0.324
IA / ML,IA / ML,2016-2020,21,LU,LU,30,15139,0.001982,0.198
IA / ML,IA / ML,2016-2020,22,EE,EE,23,15139,0.001519,0.152
IA / ML,IA / ML,2016-2020,23,BG,BG,17,15139,0.001123,0.112
IA / ML,IA / ML,2016-2020,23,HR,HR,17,15139,0.001123,0.112
IA / ML,IA / ML,2016-2020,25,MT,MT,11,15139,0.000727,0.073
IA / ML,IA / ML,2016-2020,26,CY,CY,10,15139,0.000661,0.066
IA / ML,IA / ML,2016-2020,27,LT,LT,4,15139,0.000264,0.026
IA / ML,IA / ML,2016-2020,28,LV,LV,1,15139,6.6e-05,0.007
IA / ML,IA / ML,2021-2025,1,GB,United Kingdom,10255,28372,0.361448,36.145
IA / ML,IA / ML,2021-2025,2,DE,Germany,7410,28372,0.261173,26.117
IA / ML,IA / ML,2021-2025,3,FR,France,3878,28372,0.136684,13.668
IA / ML,IA / ML,2021-2025,4,IT,Italy,2244,28372,0.079092,7.909
IA / ML,IA / ML,2021-2025,5,NL,Netherlands,2031,28372,0.071585,7.158
IA / ML,IA / ML,2021-2025,6,SE,Sweden,1302,28372,0.04589,4.589
IA / ML,IA / ML,2021-2025,7,ES,Spain,1100,28372,0.038771,3.877
IA / ML,IA / ML,2021-2025,8,AT,Austria,1055,28372,0.037185,3.718
IA / ML,IA / ML,2021-2025,9,DK,Denmark,743,28372,0.026188,2.619
IA / ML,IA / ML,2021-2025,10,PL,Poland,693,28372,0.024425,2.443
IA / ML,IA / ML,2021-2025,11,BE,Belgium,650,28372,0.02291,2.291
IA / ML,IA / ML,2021-2025,12,FI,Finland,577,28372,0.020337,2.034
IA / ML,IA / ML,2021-2025,13,CZ,Czechia,487,28372,0.017165,1.716
IA / ML,IA / ML,2021-2025,14,GR,Greece,277,28372,0.009763,0.976
IA / ML,IA / ML,2021-2025,14,IE,Ireland,277,28372,0.009763,0.976
IA / ML,IA / ML,2021-2025,16,PT,Portugal,268,28372,0.009446,0.945
IA / ML,IA / ML,2021-2025,17,LU,LU,118,28372,0.004159,0.416
IA / ML,IA / ML,2021-2025,18,SK,SK,92,28372,0.003243,0.324
IA / ML,IA / ML,2021-2025,19,SI,SI,85,28372,0.002996,0.3
IA / ML,IA / ML,2021-2025,20,RO,RO,83,28372,0.002925,0.293
IA / ML,IA / ML,2021-2025,21,BG,BG,72,28372,0.002538,0.254
IA / ML,IA / ML,2021-2025,22,HU,HU,63,28372,0.00222,0.222
IA / ML,IA / ML,2021-2025,23,EE,EE,49,28372,0.001727,0.173
IA / ML,IA / ML,2021-2025,24,CY,CY,41,28372,0.001445,0.145
IA / ML,IA / ML,2021-2025,25,HR,HR,40,28372,0.00141,0.141
IA / ML,IA / ML,2021-2025,26,MT,MT,6,28372,0.000211,0.021
IA / ML,IA / ML,2021-2025,27,LT,LT,4,28372,0.000141,0.014
IA / ML,IA / ML,2021-2025,27,LV,LV,4,28372,0.000141,0.014
Ing. del Software,Ingeniería del Software,2001-2005,1,GB,United Kingdom,362,1468,0.246594,24.659
Ing. del Software,Ingeniería del Software,2001-2005,2,DE,Germany,315,1468,0.214578,21.458
Ing. del Software,Ingeniería del Software,2001-2005,3,FR,France,225,1468,0.15327,15.327
Ing. del Software,Ingeniería del Software,2001-2005,4,IT,Italy,195,1468,0.132834,13.283
Ing. del Software,Ingeniería del Software,2001-2005,5,NL,Netherlands,121,1468,0.082425,8.243
Ing. del Software,Ingeniería del Software,2001-2005,6,ES,Spain,81,1468,0.055177,5.518
Ing. del Software,Ingeniería del Software,2001-2005,7,SE,Sweden,74,1468,0.050409,5.041
Ing. del Software,Ingeniería del Software,2001-2005,8,BE,Belgium,61,1468,0.041553,4.155
Ing. del Software,Ingeniería del Software,2001-2005,9,AT,Austria,47,1468,0.032016,3.202
Ing. del Software,Ingeniería del Software,2001-2005,10,DK,Denmark,42,1468,0.02861,2.861
Ing. del Software,Ingeniería del Software,2001-2005,10,FI,Finland,42,1468,0.02861,2.861
Ing. del Software,Ingeniería del Software,2001-2005,12,IE,Ireland,18,1468,0.012262,1.226
Ing. del Software,Ingeniería del Software,2001-2005,13,PT,Portugal,17,1468,0.01158,1.158
Ing. del Software,Ingeniería del Software,2001-2005,14,CZ,Czechia,14,1468,0.009537,0.954
Ing. del Software,Ingeniería del Software,2001-2005,15,GR,Greece,13,1468,0.008856,0.886
Ing. del Software,Ingeniería del Software,2001-2005,16,HU,HU,9,1468,0.006131,0.613
Ing. del Software,Ingeniería del Software,2001-2005,17,RO,RO,8,1468,0.00545,0.545
Ing. del Software,Ingeniería del Software,2001-2005,18,PL,Poland,6,1468,0.004087,0.409
Ing. del Software,Ingeniería del Software,2001-2005,19,EE,EE,5,1468,0.003406,0.341
Ing. del Software,Ingeniería del Software,2001-2005,20,CY,CY,2,1468,0.001362,0.136
Ing. del Software,Ingeniería del Software,2001-2005,20,LU,LU,2,1468,0.001362,0.136
Ing. del Software,Ingeniería del Software,2001-2005,20,LV,LV,2,1468,0.001362,0.136
Ing. del Software,Ingeniería del Software,2001-2005,23,BG,BG,1,1468,0.000681,0.068
Ing. del Software,Ingeniería del Software,2001-2005,23,HR,HR,1,1468,0.000681,0.068
Ing. del Software,Ingeniería del Software,2001-2005,23,MT,MT,1,1468,0.000681,0.068
Ing. del Software,Ingeniería del Software,2006-2010,1,DE,Germany,587,2424,0.242162,24.216
Ing. del Software,Ingeniería del Software,2006-2010,2,GB,United Kingdom,553,2424,0.228135,22.814
Ing. del Software,Ingeniería del Software,2006-2010,3,FR,France,379,2424,0.156353,15.635
Ing. del Software,Ingeniería del Software,2006-2010,4,IT,Italy,317,2424,0.130776,13.078
Ing. del Software,Ingeniería del Software,2006-2010,5,NL,Netherlands,232,2424,0.09571,9.571
Ing. del Software,Ingeniería del Software,2006-2010,6,ES,Spain,147,2424,0.060644,6.064
Ing. del Software,Ingeniería del Software,2006-2010,7,BE,Belgium,122,2424,0.05033,5.033
Ing. del Software,Ingeniería del Software,2006-2010,8,SE,Sweden,116,2424,0.047855,4.785
Ing. del Software,Ingeniería del Software,2006-2010,9,AT,Austria,112,2424,0.046205,4.62
Ing. del Software,Ingeniería del Software,2006-2010,10,FI,Finland,57,2424,0.023515,2.351
Ing. del Software,Ingeniería del Software,2006-2010,11,DK,Denmark,44,2424,0.018152,1.815
Ing. del Software,Ingeniería del Software,2006-2010,12,IE,Ireland,41,2424,0.016914,1.691
Ing. del Software,Ingeniería del Software,2006-2010,12,PT,Portugal,41,2424,0.016914,1.691
Ing. del Software,Ingeniería del Software,2006-2010,14,CZ,Czechia,18,2424,0.007426,0.743
Ing. del Software,Ingeniería del Software,2006-2010,14,GR,Greece,18,2424,0.007426,0.743
Ing. del Software,Ingeniería del Software,2006-2010,14,RO,RO,18,2424,0.007426,0.743
Ing. del Software,Ingeniería del Software,2006-2010,17,HU,HU,16,2424,0.006601,0.66
Ing. del Software,Ingeniería del Software,2006-2010,18,EE,EE,12,2424,0.00495,0.495
Ing. del Software,Ingeniería del Software,2006-2010,19,LU,LU,11,2424,0.004538,0.454
Ing. del Software,Ingeniería del Software,2006-2010,19,PL,Poland,11,2424,0.004538,0.454
Ing. del Software,Ingeniería del Software,2006-2010,21,BG,BG,2,2424,0.000825,0.083
Ing. del Software,Ingeniería del Software,2006-2010,21,HR,HR,2,2424,0.000825,0.083
Ing. del Software,Ingeniería del Software,2006-2010,23,CY,CY,1,2424,0.000413,0.041
Ing. del Software,Ingeniería del Software,2006-2010,23,MT,MT,1,2424,0.000413,0.041
Ing. del Software,Ingeniería del Software,2011-2015,1,DE,Germany,823,3258,0.252609,25.261
Ing. del Software,Ingeniería del Software,2011-2015,2,GB,United Kingdom,677,3258,0.207796,20.78
Ing. del Software,Ingeniería del Software,2011-2015,3,FR,France,460,3258,0.141191,14.119
Ing. del Software,Ingeniería del Software,2011-2015,4,IT,Italy,410,3258,0.125844,12.584
Ing. del Software,Ingeniería del Software,2011-2015,5,NL,Netherlands,277,3258,0.085021,8.502
Ing. del Software,Ingeniería del Software,2011-2015,6,AT,Austria,227,3258,0.069675,6.967
Ing. del Software,Ingeniería del Software,2011-2015,7,ES,Spain,225,3258,0.069061,6.906
Ing. del Software,Ingeniería del Software,2011-2015,8,SE,Sweden,184,3258,0.056476,5.648
Ing. del Software,Ingeniería del Software,2011-2015,9,BE,Belgium,110,3258,0.033763,3.376
Ing. del Software,Ingeniería del Software,2011-2015,10,DK,Denmark,92,3258,0.028238,2.824
Ing. del Software,Ingeniería del Software,2011-2015,11,LU,LU,67,3258,0.020565,2.056
Ing. del Software,Ingeniería del Software,2011-2015,12,PT,Portugal,66,3258,0.020258,2.026
Ing. del Software,Ingeniería del Software,2011-2015,13,FI,Finland,63,3258,0.019337,1.934
Ing. del Software,Ingeniería del Software,2011-2015,14,GR,Greece,48,3258,0.014733,1.473
Ing. del Software,Ingeniería del Software,2011-2015,15,IE,Ireland,46,3258,0.014119,1.412
Ing. del Software,Ingeniería del Software,2011-2015,16,CZ,Czechia,39,3258,0.011971,1.197
Ing. del Software,Ingeniería del Software,2011-2015,17,HU,HU,30,3258,0.009208,0.921
Ing. del Software,Ingeniería del Software,2011-2015,18,EE,EE,27,3258,0.008287,0.829
Ing. del Software,Ingeniería del Software,2011-2015,19,RO,RO,13,3258,0.00399,0.399
Ing. del Software,Ingeniería del Software,2011-2015,20,PL,Poland,12,3258,0.003683,0.368
Ing. del Software,Ingeniería del Software,2011-2015,21,HR,HR,6,3258,0.001842,0.184
Ing. del Software,Ingeniería del Software,2011-2015,22,SK,SK,4,3258,0.001228,0.123
Ing. del Software,Ingeniería del Software,2011-2015,23,BG,BG,2,3258,0.000614,0.061
Ing. del Software,Ingeniería del Software,2011-2015,23,CY,CY,2,3258,0.000614,0.061
Ing. del Software,Ingeniería del Software,2011-2015,23,LV,LV,2,3258,0.000614,0.061
Ing. del Software,Ingeniería del Software,2011-2015,23,SI,SI,2,3258,0.000614,0.061
Ing. del Software,Ingeniería del Software,2011-2015,27,MT,MT,1,3258,0.000307,0.031
Ing. del Software,Ingeniería del Software,2016-2020,1,DE,Germany,630,2591,0.243149,24.315
Ing. del Software,Ingeniería del Software,2016-2020,2,GB,United Kingdom,508,2591,0.196063,19.606
Ing. del Software,Ingeniería del Software,2016-2020,3,IT,Italy,361,2591,0.139328,13.933
Ing. del Software,Ingeniería del Software,2016-2020,4,NL,Netherlands,292,2591,0.112698,11.27
Ing. del Software,Ingeniería del Software,2016-2020,5,FR,France,278,2591,0.107294,10.729
Ing. del Software,Ingeniería del Software,2016-2020,6,SE,Sweden,208,2591,0.080278,8.028
Ing. del Software,Ingeniería del Software,2016-2020,7,ES,Spain,168,2591,0.06484,6.484
Ing. del Software,Ingeniería del Software,2016-2020,8,AT,Austria,157,2591,0.060594,6.059
Ing. del Software,Ingeniería del Software,2016-2020,9,LU,LU,114,2591,0.043998,4.4
Ing. del Software,Ingeniería del Software,2016-2020,10,BE,Belgium,96,2591,0.037051,3.705
Ing. del Software,Ingeniería del Software,2016-2020,11,DK,Denmark,67,2591,0.025859,2.586
Ing. del Software,Ingeniería del Software,2016-2020,12,PT,Portugal,66,2591,0.025473,2.547
Ing. del Software,Ingeniería del Software,2016-2020,13,FI,Finland,58,2591,0.022385,2.239
Ing. del Software,Ingeniería del Software,2016-2020,14,GR,Greece,50,2591,0.019298,1.93
Ing. del Software,Ingeniería del Software,2016-2020,15,CZ,Czechia,42,2591,0.01621,1.621
Ing. del Software,Ingeniería del Software,2016-2020,16,EE,EE,36,2591,0.013894,1.389
Ing. del Software,Ingeniería del Software,2016-2020,17,IE,Ireland,32,2591,0.01235,1.235
Ing. del Software,Ingeniería del Software,2016-2020,18,HU,HU,22,2591,0.008491,0.849
Ing. del Software,Ingeniería del Software,2016-2020,19,PL,Poland,17,2591,0.006561,0.656
Ing. del Software,Ingeniería del Software,2016-2020,20,RO,RO,15,2591,0.005789,0.579
Ing. del Software,Ingeniería del Software,2016-2020,21,SI,SI,6,2591,0.002316,0.232
Ing. del Software,Ingeniería del Software,2016-2020,22,SK,SK,4,2591,0.001544,0.154
Ing. del Software,Ingeniería del Software,2016-2020,23,BG,BG,2,2591,0.000772,0.077
Ing. del Software,Ingeniería del Software,2016-2020,23,CY,CY,2,2591,0.000772,0.077
Ing. del Software,Ingeniería del Software,2016-2020,23,MT,MT,2,2591,0.000772,0.077
Ing. del Software,Ingeniería del Software,2016-2020,26,HR,HR,1,2591,0.000386,0.039
Ing. del Software,Ingeniería del Software,2016-2020,26,LV,LV,1,2591,0.000386,0.039
Ing. del Software,Ingeniería del Software,2021-2025,1,DE,Germany,732,2715,0.269613,26.961
Ing. del Software,Ingeniería del Software,2021-2025,2,IT,Italy,451,2715,0.166114,16.611
Ing. del Software,Ingeniería del Software,2021-2025,3,GB,United Kingdom,432,2715,0.159116,15.912
Ing. del Software,Ingeniería del Software,2021-2025,4,NL,Netherlands,285,2715,0.104972,10.497
Ing. del Software,Ingeniería del Software,2021-2025,5,SE,Sweden,199,2715,0.073297,7.33
Ing. del Software,Ingeniería del Software,2021-2025,6,FR,France,198,2715,0.072928,7.293
Ing. del Software,Ingeniería del Software,2021-2025,7,AT,Austria,167,2715,0.06151,6.151
Ing. del Software,Ingeniería del Software,2021-2025,8,ES,Spain,154,2715,0.056722,5.672
Ing. del Software,Ingeniería del Software,2021-2025,9,BE,Belgium,94,2715,0.034622,3.462
Ing. del Software,Ingeniería del Software,2021-2025,10,LU,LU,91,2715,0.033517,3.352
Ing. del Software,Ingeniería del Software,2021-2025,11,PT,Portugal,88,2715,0.032413,3.241
Ing. del Software,Ingeniería del Software,2021-2025,12,FI,Finland,74,2715,0.027256,2.726
Ing. del Software,Ingeniería del Software,2021-2025,13,DK,Denmark,65,2715,0.023941,2.394
Ing. del Software,Ingeniería del Software,2021-2025,14,IE,Ireland,43,2715,0.015838,1.584
Ing. del Software,Ingeniería del Software,2021-2025,15,CZ,Czechia,42,2715,0.01547,1.547
Ing. del Software,Ingeniería del Software,2021-2025,16,HU,HU,32,2715,0.011786,1.179
Ing. del Software,Ingeniería del Software,2021-2025,17,EE,EE,30,2715,0.01105,1.105
Ing. del Software,Ingeniería del Software,2021-2025,18,PL,Poland,25,2715,0.009208,0.921
Ing. del Software,Ingeniería del Software,2021-2025,19,GR,Greece,21,2715,0.007735,0.773
Ing. del Software,Ingeniería del Software,2021-2025,19,RO,RO,21,2715,0.007735,0.773
Ing. del Software,Ingeniería del Software,2021-2025,21,CY,CY,8,2715,0.002947,0.295
Ing. del Software,Ingeniería del Software,2021-2025,22,LT,LT,2,2715,0.000737,0.074
Ing. del Software,Ingeniería del Software,2021-2025,22,MT,MT,2,2715,0.000737,0.074
Ing. del Software,Ingeniería del Software,2021-2025,22,SI,SI,2,2715,0.000737,0.074
Ing. del Software,Ingeniería del Software,2021-2025,22,SK,SK,2,2715,0.000737,0.074
Redes,Redes,2001-2005,1,FR,France,96,429,0.223776,22.378
Redes,Redes,2001-2005,1,GB,United Kingdom,96,429,0.223776,22.378
Redes,Redes,2001-2005,3,IT,Italy,75,429,0.174825,17.483
Redes,Redes,2001-2005,4,DE,Germany,70,429,0.16317,16.317
Redes,Redes,2001-2005,5,NL,Netherlands,23,429,0.053613,5.361
Redes,Redes,2001-2005,6,SE,Sweden,20,429,0.04662,4.662
Redes,Redes,2001-2005,7,BE,Belgium,16,429,0.037296,3.73
Redes,Redes,2001-2005,8,GR,Greece,14,429,0.032634,3.263
Redes,Redes,2001-2005,9,AT,Austria,10,429,0.02331,2.331
Redes,Redes,2001-2005,9,HU,HU,10,429,0.02331,2.331
Redes,Redes,2001-2005,11,ES,Spain,9,429,0.020979,2.098
Redes,Redes,2001-2005,11,FI,Finland,9,429,0.020979,2.098
Redes,Redes,2001-2005,13,PT,Portugal,8,429,0.018648,1.865
Redes,Redes,2001-2005,14,IE,Ireland,7,429,0.016317,1.632
Redes,Redes,2001-2005,15,CZ,Czechia,3,429,0.006993,0.699
Redes,Redes,2001-2005,16,HR,HR,1,429,0.002331,0.233
Redes,Redes,2001-2005,16,RO,RO,1,429,0.002331,0.233
Redes,Redes,2006-2010,1,FR,France,240,934,0.256959,25.696
Redes,Redes,2006-2010,2,GB,United Kingdom,198,934,0.211991,21.199
Redes,Redes,2006-2010,3,DE,Germany,186,934,0.199143,19.914
Redes,Redes,2006-2010,4,IT,Italy,141,934,0.150964,15.096
Redes,Redes,2006-2010,5,ES,Spain,57,934,0.061028,6.103
Redes,Redes,2006-2010,6,GR,Greece,40,934,0.042827,4.283
Redes,Redes,2006-2010,7,NL,Netherlands,36,934,0.038544,3.854
Redes,Redes,2006-2010,8,FI,Finland,34,934,0.036403,3.64
Redes,Redes,2006-2010,9,SE,Sweden,28,934,0.029979,2.998
Redes,Redes,2006-2010,10,AT,Austria,24,934,0.025696,2.57
Redes,Redes,2006-2010,11,BE,Belgium,23,934,0.024625,2.463
Redes,Redes,2006-2010,12,HU,HU,17,934,0.018201,1.82
Redes,Redes,2006-2010,13,PT,Portugal,14,934,0.014989,1.499
Redes,Redes,2006-2010,14,IE,Ireland,10,934,0.010707,1.071
Redes,Redes,2006-2010,15,CZ,Czechia,8,934,0.008565,0.857
Redes,Redes,2006-2010,15,DK,Denmark,8,934,0.008565,0.857
Redes,Redes,2006-2010,15,PL,Poland,8,934,0.008565,0.857
Redes,Redes,2006-2010,18,CY,CY,5,934,0.005353,0.535
Redes,Redes,2006-2010,19,HR,HR,3,934,0.003212,0.321
Redes,Redes,2006-2010,20,EE,EE,2,934,0.002141,0.214
Redes,Redes,2006-2010,21,SK,SK,1,934,0.001071,0.107
Redes,Redes,2011-2015,1,FR,France,236,1000,0.236,23.6
Redes,Redes,2011-2015,2,DE,Germany,214,1000,0.214,21.4
Redes,Redes,2011-2015,3,GB,United Kingdom,193,1000,0.193,19.3
Redes,Redes,2011-2015,4,IT,Italy,147,1000,0.147,14.7
Redes,Redes,2011-2015,5,ES,Spain,93,1000,0.093,9.3
Redes,Redes,2011-2015,6,SE,Sweden,54,1000,0.054,5.4
Redes,Redes,2011-2015,7,AT,Austria,42,1000,0.042,4.2
Redes,Redes,2011-2015,8,GR,Greece,41,1000,0.041,4.1
Redes,Redes,2011-2015,9,BE,Belgium,39,1000,0.039,3.9
Redes,Redes,2011-2015,9,FI,Finland,39,1000,0.039,3.9
Redes,Redes,2011-2015,11,NL,Netherlands,33,1000,0.033,3.3
Redes,Redes,2011-2015,12,IE,Ireland,19,1000,0.019,1.9
Redes,Redes,2011-2015,13,HU,HU,14,1000,0.014,1.4
Redes,Redes,2011-2015,13,PT,Portugal,14,1000,0.014,1.4
Redes,Redes,2011-2015,15,RO,RO,7,1000,0.007,0.7
Redes,Redes,2011-2015,16,CY,CY,6,1000,0.006,0.6
Redes,Redes,2011-2015,16,CZ,Czechia,6,1000,0.006,0.6
Redes,Redes,2011-2015,16,PL,Poland,6,1000,0.006,0.6
Redes,Redes,2011-2015,19,EE,EE,5,1000,0.005,0.5
Redes,Redes,2011-2015,20,DK,Denmark,4,1000,0.004,0.4
Redes,Redes,2011-2015,21,LU,LU,3,1000,0.003,0.3
Redes,Redes,2011-2015,22,SK,SK,2,1000,0.002,0.2
Redes,Redes,2016-2020,1,GB,United Kingdom,199,908,0.219163,21.916
Redes,Redes,2016-2020,2,DE,Germany,166,908,0.182819,18.282
Redes,Redes,2016-2020,3,FR,France,162,908,0.178414,17.841
Redes,Redes,2016-2020,4,IT,Italy,106,908,0.11674,11.674
Redes,Redes,2016-2020,5,ES,Spain,86,908,0.094714,9.471
Redes,Redes,2016-2020,6,NL,Netherlands,76,908,0.0837,8.37
Redes,Redes,2016-2020,7,SE,Sweden,57,908,0.062775,6.278
Redes,Redes,2016-2020,8,AT,Austria,51,908,0.056167,5.617
Redes,Redes,2016-2020,9,FI,Finland,44,908,0.048458,4.846
Redes,Redes,2016-2020,10,BE,Belgium,39,908,0.042952,4.295
Redes,Redes,2016-2020,11,IE,Ireland,29,908,0.031938,3.194
Redes,Redes,2016-2020,12,GR,Greece,23,908,0.02533,2.533
Redes,Redes,2016-2020,13,DK,Denmark,12,908,0.013216,1.322
Redes,Redes,2016-2020,14,HU,HU,11,908,0.012115,1.211
Redes,Redes,2016-2020,14,PT,Portugal,11,908,0.012115,1.211
Redes,Redes,2016-2020,16,RO,RO,10,908,0.011013,1.101
Redes,Redes,2016-2020,17,PL,Poland,6,908,0.006608,0.661
Redes,Redes,2016-2020,18,CY,CY,4,908,0.004405,0.441
Redes,Redes,2016-2020,18,LU,LU,4,908,0.004405,0.441
Redes,Redes,2016-2020,20,CZ,Czechia,3,908,0.003304,0.33
Redes,Redes,2016-2020,21,HR,HR,2,908,0.002203,0.22
Redes,Redes,2016-2020,21,SI,SI,2,908,0.002203,0.22
Redes,Redes,2021-2025,1,GB,United Kingdom,218,1006,0.2167,21.67
Redes,Redes,2021-2025,2,DE,Germany,209,1006,0.207753,20.775
Redes,Redes,2021-2025,3,FR,France,158,1006,0.157058,15.706
Redes,Redes,2021-2025,4,ES,Spain,147,1006,0.146123,14.612
Redes,Redes,2021-2025,5,NL,Netherlands,112,1006,0.111332,11.133
Redes,Redes,2021-2025,6,IT,Italy,100,1006,0.099404,9.94
Redes,Redes,2021-2025,7,AT,Austria,56,1006,0.055666,5.567
Redes,Redes,2021-2025,8,SE,Sweden,35,1006,0.034791,3.479
Redes,Redes,2021-2025,9,FI,Finland,34,1006,0.033797,3.38
Redes,Redes,2021-2025,10,IE,Ireland,32,1006,0.031809,3.181
Redes,Redes,2021-2025,11,BE,Belgium,31,1006,0.030815,3.082
Redes,Redes,2021-2025,12,PL,Poland,30,1006,0.029821,2.982
Redes,Redes,2021-2025,13,PT,Portugal,13,1006,0.012922,1.292
Redes,Redes,2021-2025,14,GR,Greece,11,1006,0.010934,1.093
Redes,Redes,2021-2025,15,HU,HU,9,1006,0.008946,0.895
Redes,Redes,2021-2025,16,DK,Denmark,7,1006,0.006958,0.696
Redes,Redes,2021-2025,16,LU,LU,7,1006,0.006958,0.696
Redes,Redes,2021-2025,18,CZ,Czechia,3,1006,0.002982,0.298
Redes,Redes,2021-2025,18,RO,RO,3,1006,0.002982,0.298
Redes,Redes,2021-2025,20,CY,CY,2,1006,0.001988,0.199
Redes,Redes,2021-2025,20,HR,HR,2,1006,0.001988,0.199
Redes,Redes,2021-2025,22,LT,LT,1,1006,0.000994,0.099
Redes,Redes,2021-2025,22,MT,MT,1,1006,0.000994,0.099
Redes,Redes,2021-2025,22,SI,SI,1,1006,0.000994,0.099
Seguridad,Seguridad,2001-2005,1,FR,France,125,455,0.274725,27.473
Seguridad,Seguridad,2001-2005,2,DE,Germany,94,455,0.206593,20.659
Seguridad,Seguridad,2001-2005,3,GB,United Kingdom,88,455,0.193407,19.341
Seguridad,Seguridad,2001-2005,4,BE,Belgium,35,455,0.076923,7.692
Seguridad,Seguridad,2001-2005,5,IT,Italy,30,455,0.065934,6.593
Seguridad,Seguridad,2001-2005,6,DK,Denmark,28,455,0.061538,6.154
Seguridad,Seguridad,2001-2005,7,AT,Austria,25,455,0.054945,5.495
Seguridad,Seguridad,2001-2005,8,NL,Netherlands,24,455,0.052747,5.275
Seguridad,Seguridad,2001-2005,9,SE,Sweden,20,455,0.043956,4.396
Seguridad,Seguridad,2001-2005,10,IE,Ireland,7,455,0.015385,1.538
Seguridad,Seguridad,2001-2005,11,EE,EE,5,455,0.010989,1.099
Seguridad,Seguridad,2001-2005,11,FI,Finland,5,455,0.010989,1.099
Seguridad,Seguridad,2001-2005,11,PL,Poland,5,455,0.010989,1.099
Seguridad,Seguridad,2001-2005,14,CZ,Czechia,3,455,0.006593,0.659
Seguridad,Seguridad,2001-2005,14,GR,Greece,3,455,0.006593,0.659
Seguridad,Seguridad,2001-2005,14,SK,SK,3,455,0.006593,0.659
Seguridad,Seguridad,2001-2005,17,ES,Spain,2,455,0.004396,0.44
Seguridad,Seguridad,2001-2005,17,LU,LU,2,455,0.004396,0.44
Seguridad,Seguridad,2001-2005,17,PT,Portugal,2,455,0.004396,0.44
Seguridad,Seguridad,2006-2010,1,FR,France,206,782,0.263427,26.343
Seguridad,Seguridad,2006-2010,2,DE,Germany,176,782,0.225064,22.506
Seguridad,Seguridad,2006-2010,3,GB,United Kingdom,160,782,0.204604,20.46
Seguridad,Seguridad,2006-2010,4,NL,Netherlands,94,782,0.120205,12.02
Seguridad,Seguridad,2006-2010,5,BE,Belgium,72,782,0.092072,9.207
Seguridad,Seguridad,2006-2010,6,IT,Italy,47,782,0.060102,6.01
Seguridad,Seguridad,2006-2010,7,DK,Denmark,45,782,0.057545,5.754
Seguridad,Seguridad,2006-2010,8,AT,Austria,37,782,0.047315,4.731
Seguridad,Seguridad,2006-2010,9,ES,Spain,30,782,0.038363,3.836
Seguridad,Seguridad,2006-2010,10,LU,LU,29,782,0.037084,3.708
Seguridad,Seguridad,2006-2010,11,SE,Sweden,16,782,0.02046,2.046
Seguridad,Seguridad,2006-2010,12,FI,Finland,14,782,0.017903,1.79
Seguridad,Seguridad,2006-2010,12,GR,Greece,14,782,0.017903,1.79
Seguridad,Seguridad,2006-2010,14,IE,Ireland,10,782,0.012788,1.279
Seguridad,Seguridad,2006-2010,15,CZ,Czechia,9,782,0.011509,1.151
Seguridad,Seguridad,2006-2010,16,PL,Poland,4,782,0.005115,0.512
Seguridad,Seguridad,2006-2010,16,PT,Portugal,4,782,0.005115,0.512
Seguridad,Seguridad,2006-2010,18,EE,EE,3,782,0.003836,0.384
Seguridad,Seguridad,2006-2010,18,SK,SK,3,782,0.003836,0.384
Seguridad,Seguridad,2006-2010,20,HU,HU,2,782,0.002558,0.256
Seguridad,Seguridad,2006-2010,21,HR,HR,1,782,0.001279,0.128
Seguridad,Seguridad,2006-2010,21,RO,RO,1,782,0.001279,0.128
Seguridad,Seguridad,2011-2015,1,DE,Germany,340,965,0.352332,35.233
Seguridad,Seguridad,2011-2015,2,GB,United Kingdom,191,965,0.197927,19.793
Seguridad,Seguridad,2011-2015,3,FR,France,176,965,0.182383,18.238
Seguridad,Seguridad,2011-2015,4,BE,Belgium,104,965,0.107772,10.777
Seguridad,Seguridad,2011-2015,5,IT,Italy,62,965,0.064249,6.425
Seguridad,Seguridad,2011-2015,6,NL,Netherlands,58,965,0.060104,6.01
Seguridad,Seguridad,2011-2015,7,ES,Spain,52,965,0.053886,5.389
Seguridad,Seguridad,2011-2015,8,LU,LU,37,965,0.038342,3.834
Seguridad,Seguridad,2011-2015,9,DK,Denmark,36,965,0.037306,3.731
Seguridad,Seguridad,2011-2015,10,AT,Austria,34,965,0.035233,3.523
Seguridad,Seguridad,2011-2015,11,SE,Sweden,32,965,0.033161,3.316
