venue,conference_name,core_year,level,level_in_file,ranking_version_in_file,source_file,source_venue_col,undifferentiated_2010
ALENEX,Workshop on Algorithm Engineering and Experiments,2008,A,A,CORE2008,COREA-2008.csv,2,False
SIGCOMM,"ACM Conference on Applications, Technologies, Architectures, and Protocols for Computer Communication",2008,A*,A*,CORE2008,COREAstar-2008.csv,2,False
CCS,ACM Conference on Computer and Communications Security,2008,A*,A*,CORE2008,COREAstar-2008.csv,2,False
JCDL,ACM Conference on Digital Libraries,2008,A*,A*,CORE2008,COREAstar-2008.csv,2,False
SENSYS,ACM Conference on Embedded Networked Sensor Systems,2008,A*,A*,CORE2008,COREAstar-2008.csv,2,False
OOPSLA,ACM Conference on Object Oriented Programming Systems Languages and Applications,2008,A*,A*,CORE2008,COREAstar-2008.csv,2,False
KDD,ACM International Conference on Knowledge Discovery and Data Mining,2008,A*,A*,CORE2008,COREAstar-2008.csv,2,False
MOBICOM,ACM International Conference on Mobile Computing and Networking,2008,A*,A*,CORE2008,COREAstar-2008.csv,2,False
SIGIR,ACM International Conference on Research and Development in Information Retrieval,2008,A*,A*,CORE2008,COREAstar-2008.csv,2,False
UbiComp,ACM International Joint Conference on Pervasive and Ubiquitous Computing (PERVASIVE and UbiComp combined from 2013),2008,A*,A*,CORE2008,COREAstar-2008.csv,2,False
ISCA,ACM International Symposium on Computer Architecture,2008,A*,A*,CORE2008,COREAstar-2008.csv,2,False
ACMMM,ACM Multimedia,2008,A*,A*,CORE2008,COREAstar-2008.csv,2,False
SIGGRAPH,ACM SIG International Conference on Computer Graphics and Interactive Techniques,2008,A*,A*,CORE2008,COREAstar-2008.csv,2,False
PODS,ACM SIGMOD-SIGACT-SIGART Conference on Principles of Database Systems,2008,A*,A*,CORE2008,COREAstar-2008.csv,2,False
SOSP,ACM SIGOPS Symposium on Operating Systems Principles,2008,A*,A*,CORE2008,COREAstar-2008.csv,2,False
SIGMOD,ACM Special Interest Group on Management of Data Conference,2008,A*,A*,CORE2008,COREAstar-2008.csv,2,False
PODC,ACM Symposium on Principles of Distributed Computing,2008,A*,A*,CORE2008,COREAstar-2008.csv,2,False
STOC,ACM Symposium on Theory of Computing,2008,A*,A*,CORE2008,COREAstar-2008.csv,2,False
POPL,ACM-SIGACT Symposium on Principles of Programming Languages,2008,A*,A*,CORE2008,COREAstar-2008.csv,2,False
PLDI,ACM-SIGPLAN Conference on Programming Language Design and Implementation,2008,A*,A*,CORE2008,COREAstar-2008.csv,2,False
I3DG,ACM-SIGRAPH Interactive 3D Graphics and Games,2008,A*,A*,CORE2008,COREAstar-2008.csv,2,False
SODA,ACM/SIAM Symposium on Discrete Algorithms,2008,A*,A*,CORE2008,COREAstar-2008.csv,2,False
CRYPTO,Advances in Cryptology,2008,A*,A*,CORE2008,COREAstar-2008.csv,2,False
NeurIPS,Advances in Neural Information Processing Systems (was NIPS),2008,A*,A*,CORE2008,COREAstar-2008.csv,2,False
ASPLOS,Architectural Support for Programming Languages and Operating Systems,2008,A*,A*,CORE2008,COREAstar-2008.csv,2,False
ACL,Association for Computational Linguistics,2008,A*,A*,CORE2008,COREAstar-2008.csv,2,False
CAV,Computer Aided Verification,2008,A*,A*,CORE2008,COREAstar-2008.csv,2,False
CSCL,Computer Supported Collaborative Learning,2008,A*,A*,CORE2008,COREAstar-2008.csv,2,False
UAI,Conference in Uncertainty in Artificial Intelligence,2008,A*,A*,CORE2008,COREAstar-2008.csv,2,False
COLT,Conference on Learning Theory,2008,A*,A*,CORE2008,COREAstar-2008.csv,2,False
DCC,Data Compression Conference,2008,A*,A*,CORE2008,COREAstar-2008.csv,2,False
FOGA,Foundations of Genetic Algorithms,2008,A*,A*,CORE2008,COREAstar-2008.csv,2,False
IEEE InfoVis,IEEE Information Visualization Conference,2008,A*,A*,CORE2008,COREAstar-2008.csv,2,False
INFOCOM,IEEE International Conference on Computer Communications,2008,A*,A*,CORE2008,COREAstar-2008.csv,2,False
ICCV,IEEE International Conference on Computer Vision,2008,A*,A*,CORE2008,COREAstar-2008.csv,2,False
ICDM,IEEE International Conference on Data Mining,2008,A*,A*,CORE2008,COREAstar-2008.csv,2,False
PERCOM,IEEE International Conference on Pervasive Computing and Communications,2008,A*,A*,CORE2008,COREAstar-2008.csv,2,False
ISWC,IEEE International Symposium on Wearable Computers,2008,A*,A*,CORE2008,COREAstar-2008.csv,2,False
IWQoS,IEEE International Workshop on Quality of Service,2008,A*,A*,CORE2008,COREAstar-2008.csv,2,False
FOCS,IEEE Symposium on Foundations of Computer Science,2008,A*,A*,CORE2008,COREAstar-2008.csv,2,False
LICS,IEEE Symposium on Logic in Computer Science,2008,A*,A*,CORE2008,COREAstar-2008.csv,2,False
ISMAR,IEEE/ACM International Symposium on Mixed and Augmented Reality,2008,A*,A*,CORE2008,COREAstar-2008.csv,2,False
DSN,IEEE/IFIP International Conference on Dependable Systems and Networks,2008,A*,A*,CORE2008,COREAstar-2008.csv,2,False
IPSN,Information Processing in Sensor Networks,2008,A*,A*,CORE2008,COREAstar-2008.csv,2,False
ICAPS,International Conference on Automated Planning and Scheduling,2008,A*,A*,CORE2008,COREAstar-2008.csv,2,False
ICDE,International Conference on Data Engineering,2008,A*,A*,CORE2008,COREAstar-2008.csv,2,False
ICFP,International Conference on Functional Programming,2008,A*,A*,CORE2008,COREAstar-2008.csv,2,False
CHI,International Conference on Human Factors in Computing Systems,2008,A*,A*,CORE2008,COREAstar-2008.csv,2,False
ICIS,International Conference on Information Systems,2008,A*,A*,CORE2008,COREAstar-2008.csv,2,False
ICML,International Conference on Machine Learning,2008,A*,A*,CORE2008,COREAstar-2008.csv,2,False
PERVASIVE,International Conference on Pervasive Computing (Joined with UbiComp from 2013),2008,A*,A*,CORE2008,COREAstar-2008.csv,2,False
ICSE,International Conference on Software Engineering,2008,A*,A*,CORE2008,COREAstar-2008.csv,2,False
KR,International Conference on the Principles of Knowledge Representation and Reasoning,2008,A*,A*,CORE2008,COREAstar-2008.csv,2,False
EuroCrypt,International Conference on the Theory and Application of Cryptographic Techniques,2008,A*,A*,CORE2008,COREAstar-2008.csv,2,False
VLDB,International Conference on Very Large Databases,2008,A*,A*,CORE2008,COREAstar-2008.csv,2,False
IJCAI,International Joint Conference on Artificial Intelligence,2008,A*,A*,CORE2008,COREAstar-2008.csv,2,False
IJCAR,International Joint Conference on Automated Reasoning,2008,A*,A*,CORE2008,COREAstar-2008.csv,2,False
AAMAS,"International Joint Conference on Autonomous Agents and Multiagent Systems (previously the International Conference on Multiagent Systems, ICMAS, changed in 2000)",2008,A*,A*,CORE2008,COREAstar-2008.csv,2,False
HPCA,International Symposium on High Performance Computer Architecture,2008,A*,A*,CORE2008,COREAstar-2008.csv,2,False
ISSAC,International Symposium on Symbolic and Algebraic Computation,2008,A*,A*,CORE2008,COREAstar-2008.csv,2,False
WWW,International World Wide Web Conference,2008,A*,A*,CORE2008,COREAstar-2008.csv,2,False
SIGMETRICS,Measurement and Modeling of Computer Systems,2008,A*,A*,CORE2008,COREAstar-2008.csv,2,False
AAAI,National Conference of the American Association for Artificial Intelligence,2008,A*,A*,CORE2008,COREAstar-2008.csv,2,False
RTSS,Real Time Systems Symposium,2008,A*,A*,CORE2008,COREAstar-2008.csv,2,False
RSS,Robotics: Science and Systems,2008,A*,A*,CORE2008,COREAstar-2008.csv,2,False
OSDI,Usenix Symposium on Operating Systems Design and Implementation,2008,A*,A*,CORE2008,COREAstar-2008.csv,2,False
CSCW,ACM Conference on Computer Supported Cooperative Work,2013,A,A,CORE2013,COREA-2013.csv,2,False
Hypertext,ACM Conference on Hypertext and Social Media,2013,A,A,CORE2013,COREA-2013.csv,2,False
CoNEXT,ACM International Conference on Emerging Networking Experiments and Technologies,2013,A,A,CORE2013,COREA-2013.csv,2,False
CIKM,ACM International Conference on Information and Knowledge Management,2013,A,A,CORE2013,COREA-2013.csv,2,False
ICS,ACM International Conference on Supercomputing,2013,A,A,CORE2013,COREA-2013.csv,2,False
FSE,"ACM International Conference on the Foundations of Software Engineering (was ESEC/FSE, changed 2024; duplicate previously listed as ESEC, removed from DB)",2013,A,A,CORE2013,COREA-2013.csv,2,False
HPDC,ACM International Symposium on High Performance Distributed Computing,2013,A,A,CORE2013,COREA-2013.csv,2,False
LCTES,"ACM SIGPLAN Conference on Languages, Compilers and Tools for Embedded Systems",2013,A,A,CORE2013,COREA-2013.csv,2,False
SIGCSE,ACM Special Interest Group on Computer Science Education Conference,2013,A,A,CORE2013,COREA-2013.csv,2,False
DocEng,ACM Symposium on Document Engineering,2013,A,A,CORE2013,COREA-2013.csv,2,False
MOBIHOC,ACM Symposium on Mobile Ad Hoc Networking and Computing,2013,A,A,CORE2013,COREA-2013.csv,2,False
SSR,ACM Symposium on Software Reusability,2013,A,A,CORE2013,COREA-2013.csv,2,False
UIST,ACM Symposium on User Interface Software and Technology,2013,A,A,CORE2013,COREA-2013.csv,2,False
VRST,ACM Virtual Reality Software and Technology,2013,A,A,CORE2013,COREA-2013.csv,2,False
HOTNETS,ACM Workshop on Hot Topics in Networks,2013,A,A,CORE2013,COREA-2013.csv,2,False
MSWIM,"ACM/IEEE International Conference on Modelling, Analysis and Simulation of Wireless and Mobile Systems",2013,A,A,CORE2013,COREA-2013.csv,2,False
Middleware,ACM/IFIP/USENIX International Middleware Conference,2013,A,A,CORE2013,COREA-2013.csv,2,False
MMCN,ACM/SPIE Multimedia Computing and Networking,2013,A,A,CORE2013,COREA-2013.csv,2,False
AiML,Advances in Modal Logic,2013,A,A,CORE2013,COREA-2013.csv,2,False
ALT,Algorithmic Learning Theory,2013,A,A,CORE2013,COREA-2013.csv,2,False
WADS,Algorithms and Data Structures Symposium (was Workshop on Algorithms and Data Structures),2013,A,A,CORE2013,COREA-2013.csv,2,False
AMIA,American Medical Informatics Annual Fall Symposium,2013,A,A,CORE2013,COREA-2013.csv,2,False
AMCIS,Americas Conference on Information Systems,2013,A,A,CORE2013,COREA-2013.csv,2,False
ACSAC,Annual Computer Security Applications Conference,2013,A,A,CORE2013,COREA-2013.csv,2,False
Interspeech,Annual Conference of the International Speech Communication Association (was Eurospeech),2013,A,A,CORE2013,COREA-2013.csv,2,False
ITiCSE,Annual Conference on Innovation and Technology in Computer Science Education,2013,A,A,CORE2013,COREA-2013.csv,2,False
CogSci,Annual Meeting of the Cognitive Science Society,2013,A,A,CORE2013,COREA-2013.csv,2,False
OCIS,AoM Organizational Communication and Information Systems,2013,A,A,CORE2013,COREA-2013.csv,2,False
APCOMin,Application of Computers and Operations Research in the Minerals Industries,2013,A,A,CORE2013,COREA-2013.csv,2,False
AIIM,Artificial Intelligence in Medicine,2013,A,A,CORE2013,COREA-2013.csv,2,False
AOSD,Aspect-Oriented Software Development,2013,A,A,CORE2013,COREA-2013.csv,2,False
ASE,Automated Software Engineering Conference,2013,A,A,CORE2013,COREA-2013.csv,2,False
CoNLL,Conference on Computational Natural Language Learning,2013,A,A,CORE2013,COREA-2013.csv,2,False
FAST,Conference on File and Storage Technologies,2013,A,A,CORE2013,COREA-2013.csv,2,False
CIDR,Conference on Innovative Data Systems Research,2013,A,A,CORE2013,COREA-2013.csv,2,False
IPCO,Conference on Integer Programming and Combinatorial Optimization,2013,A,A,CORE2013,COREA-2013.csv,2,False
ITP,"Conference on Interactive Theorem Proving (previously TPHOLs, changed in 2009)",2013,A,A,CORE2013,COREA-2013.csv,2,False
QoSA,Conference on the Quality of Software Architectures,2013,A,A,CORE2013,COREA-2013.csv,2,False
DOOD,Deductive and Object-Oriented Databases,2013,A,A,CORE2013,COREA-2013.csv,2,False
DAC,Design Automation Conf,2013,A,A,CORE2013,COREA-2013.csv,2,False
EMNLP,Empirical Methods in Natural Language Processing,2013,A,A,CORE2013,COREA-2013.csv,2,False
EAAI,Engineering Applications of Artifical Intelligence,2013,A,A,CORE2013,COREA-2013.csv,2,False
ECRTS,Euromicro Conference on Real-Time Systems,2013,A,A,CORE2013,COREA-2013.csv,2,False
EACL,European Association for Computational Linguistics,2013,A,A,CORE2013,COREA-2013.csv,2,False
ECAI,European Conference on Artificial Intelligence,2013,A,A,CORE2013,COREA-2013.csv,2,False
ECCV,European Conference on Computer Vision,2013,A,A,CORE2013,COREA-2013.csv,2,False
ECIS,European Conference on Information Systems,2013,A,A,CORE2013,COREA-2013.csv,2,False
ECML,European Conference on Machine Learning (Joined with PKDD from 2008),2013,A,A,CORE2013,COREA-2013.csv,2,False
ECML PKDD,European Conference on Machine Learning and Principles and Practice of Knowledge Discovery in Database (PKDD and ECML combined from 2008),2013,A,A,CORE2013,COREA-2013.csv,2,False
ECOOP,European Conference on Object-Oriented Programming,2013,A,A,CORE2013,COREA-2013.csv,2,False
EUROGRAPH,European Graphics Conference,2013,A,A,CORE2013,COREA-2013.csv,2,False
ESA,European Symposium on Algorithms,2013,A,A,CORE2013,COREA-2013.csv,2,False
ESOP,European Symposium on Programming,2013,A,A,CORE2013,COREA-2013.csv,2,False
ESORICS,European Symposium On Research In Computer Security,2013,A,A,CORE2013,COREA-2013.csv,2,False
EuroSys,Eurosys Conference,2013,A,A,CORE2013,COREA-2013.csv,2,False
ESWC,Extended Semantic Web Conference (was European Semantic Web Conference),2013,A,A,CORE2013,COREA-2013.csv,2,False
EDBT,Extending Database Technology,2013,A,A,CORE2013,COREA-2013.csv,2,False
FC,Financial Cryptography and Data Security Conference,2013,A,A,CORE2013,COREA-2013.csv,2,False
GECCO,Genetic and Evolutionary Computations,2013,A,A,CORE2013,COREA-2013.csv,2,False
GD,Graph Drawing,2013,A,A,CORE2013,COREA-2013.csv,2,False
HICSS,Hawaii International Conference on System Sciences,2013,A,A,CORE2013,COREA-2013.csv,2,False
CSB,IEEE Computational Systems Bioinformatics Conference,2013,A,A,CORE2013,COREA-2013.csv,2,False
CSF,IEEE Computer Security Foundations Symposium (was CSFW),2013,A,A,CORE2013,COREA-2013.csv,2,False
CVPR,IEEE Conference on Computer Vision and Pattern Recognition,2013,A,A,CORE2013,COREA-2013.csv,2,False
CDC,IEEE Conference on Decision and Control,2013,A,A,CORE2013,COREA-2013.csv,2,False
LCN,IEEE Conference on Local Computer Networks,2013,A,A,CORE2013,COREA-2013.csv,2,False
OPENARCH,IEEE Conference on Open Architecture and Network Programming,2013,A,A,CORE2013,COREA-2013.csv,2,False
CEC,IEEE Congress on Evolutionary Computation,2013,A,A,CORE2013,COREA-2013.csv,2,False
CLUSTER,IEEE International Conference on Cluster Computing,2013,A,A,CORE2013,COREA-2013.csv,2,False
ICCL,IEEE International Conference on Computer Languages,2013,A,A,CORE2013,COREA-2013.csv,2,False
ICDAR,IEEE International Conference on Document Analysis and Recognition,2013,A,A,CORE2013,COREA-2013.csv,2,False
e-Science,IEEE International Conference on e-Science and Grid Computing,2013,A,A,CORE2013,COREA-2013.csv,2,False
ICECCS,IEEE International Conference on Engineering of Complex Computer Systems,2013,A,A,CORE2013,COREA-2013.csv,2,False
FUZZ-IEEE,IEEE International Conference on Fuzzy Systems,2013,A,A,CORE2013,COREA-2013.csv,2,False
ICMCS,IEEE International Conference on Multimedia Computing and Systems,2013,A,A,CORE2013,COREA-2013.csv,2,False
ICSME,"IEEE International Conference on Software Maintenance and Evolution (prior to 2014 was ICSM, IEEE International Conference on Software Maintenance)",2013,A,A,CORE2013,COREA-2013.csv,2,False
IEEE SSE,IEEE International Conference on Software Services Engineering (previously IEEE International Conference on Services Computing SCC),2013,A,A,CORE2013,COREA-2013.csv,2,False
ICWS,IEEE International Conference on Web Services,2013,A,A,CORE2013,COREA-2013.csv,2,False
IJCNN,IEEE International Joint Conference on Neural Networks,2013,A,A,CORE2013,COREA-2013.csv,2,False
IPDPS,IEEE International Parallel and Distributed Processing Symposium (was IPPS and SPDP),2013,A,A,CORE2013,COREA-2013.csv,2,False
RE,IEEE International Requirements Engineering Conference,2013,A,A,CORE2013,COREA-2013.csv,2,False
ISSCC,IEEE International Solid-State Circuits Conference,2013,A,A,CORE2013,COREA-2013.csv,2,False
WoWMoM,"IEEE International Symposium on a World of Wireless, Mobile and Multimedia Networks",2013,A,A,CORE2013,COREA-2013.csv,2,False
IEEE Alife,IEEE International Symposium on Artificial Life,2013,A,A,CORE2013,COREA-2013.csv,2,False
CCGRID,"IEEE International Symposium on Cluster, Cloud and Grid Computing",2013,A,A,CORE2013,COREA-2013.csv,2,False
NCA,IEEE International Symposium on Network Computing and Applications,2013,A,A,CORE2013,COREA-2013.csv,2,False
SMS,IEEE International Symposium on Software Metrics,2013,A,A,CORE2013,COREA-2013.csv,2,False
RTAS,IEEE Real-Time and Embedded Technology and Applications Symposium,2013,A,A,CORE2013,COREA-2013.csv,2,False
FCCM,IEEE Symposium on Field Programmable Custom Computing Machines,2013,A,A,CORE2013,COREA-2013.csv,2,False
SP,IEEE Symposium on Security and Privacy,2013,A,A,CORE2013,COREA-2013.csv,2,False
VL/HCC,IEEE Symposium on Visual Languages and Human-Centric Computing (was VL),2013,A,A,CORE2013,COREA-2013.csv,2,False
IEEETKDE,IEEE Transactions on Knowledge and Data Engineering,2013,A,A,CORE2013,COREA-2013.csv,2,False
IEEE VIS,IEEE Visualization,2013,A,A,CORE2013,COREA-2013.csv,2,False
WACV,IEEE Workshop on Applications of Computer Vision,2013,A,A,CORE2013,COREA-2013.csv,2,False
ICCAD,IEEE/ACM International Conference on Computer-Aided Design,2013,A,A,CORE2013,COREA-2013.csv,2,False
GRID,IEEE/ACM International Conference on Grid Computing,2013,A,A,CORE2013,COREA-2013.csv,2,False
IROS,IEEE/RSJ International Conference on Intelligent Robots and Systems,2013,A,A,CORE2013,COREA-2013.csv,2,False
